	SHH_WT_models_highres31596.py	SHH_WT_models_highres1378.py	SHH_WT_models_highres4863.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres25781.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres8490.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres8834.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres23466.py	SHH_WT_models_highres2200.py	SHH_WT_models_highres12741.py	SHH_WT_models_highres47931.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres39011.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres15002.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres5002.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres30274.py	SHH_WT_models_highres7416.py	SHH_WT_models_highres24273.py	SHH_WT_models_highres1427.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres10707.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres27492.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres7736.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres38933.py	SHH_WT_models_highres38046.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres40627.py	SHH_WT_models_highres16260.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres40730.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres17007.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres27213.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres15001.py	SHH_WT_models_highres6063.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres15190.py	SHH_WT_models_highres20684.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres45679.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres27394.py	SHH_WT_models_highres12843.py	SHH_WT_models_highres5327.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres48059.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres34831.py	SHH_WT_models_highres9547.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres15191.py	SHH_WT_models_highres38493.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres32352.py	SHH_WT_models_highres44329.py	SHH_WT_models_highres34949.py	SHH_WT_models_highres92.py	SHH_WT_models_highres18152.py	SHH_WT_models_highres42121.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres24225.py	SHH_WT_models_highres32152.py	SHH_WT_models_highres30124.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres26145.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres42018.py	SHH_WT_models_highres11523.py	SHH_WT_models_highres3231.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres4341.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres9291.py	SHH_WT_models_highres12921.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres35888.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres4519.py	SHH_WT_models_highres36644.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres40847.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres32499.py	SHH_WT_models_highres29850.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres9675.py	SHH_WT_models_highres34461.py	SHH_WT_models_highres46795.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres40612.py	SHH_WT_models_highres44157.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres9943.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres23364.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres16398.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres8869.py	SHH_WT_models_highres31237.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres27253.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres43177.py	SHH_WT_models_highres7009.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres40714.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres45161.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres31883.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres40816.py	SHH_WT_models_highres4191.py	SHH_WT_models_highres44104.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres8601.py	SHH_WT_models_highres42759.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres9303.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres29052.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres49590.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres15620.py	SHH_WT_models_highres46847.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres33371.py	
SHH_WT_models_highres38493.py	1728.941	343.137	344.717	1730.779	1668.969	1748.771	426.756	1705.8	1710.845	1728.291	1766.892	1757.794	1741.295	1743.798	1741.905	1754.179	1732.224	382.708	1752.231	1677.177	1741.832	1748.497	1692.794	1745.064	448.483	481.658	416.279	405.165	1746.7	1766.925	357.477	1748.313	495.843	1742.356	1753.728	476.638	1762.501	1735.075	381.158	385.014	367.934	473.082	1703.084	675.868	1686.55	1763.013	1778.462	476.555	1708.226	385.11	1764.553	488.826	523.238	1733.867	395.976	350.914	1768.999	1744.99	486.178	1712.96	1756.431	496.401	1762.66	1732.8	340.868	1768.382	465.006	507.946	1747.568	1717.077	1705.119	1741.597	1768.231	1714.628	406.718	455.219	1780.727	567.209	1721.702	1762.078	516.502	420.346	472.044	1786.673	387.274	1758.492	1782.221	442.755	508.568	1710.697	1698.112	1744.706	1758.865	460.38	0.0	1734.563	413.864	403.527	494.679	1773.166	1703.212	405.418	1699.009	396.83	396.039	486.257	1750.492	1728.256	1725.917	1764.882	490.52	1732.978	1741.386	1726.011	511.571	434.281	465.024	1763.227	1744.139	1698.398	1735.787	426.147	1748.441	1714.816	399.882	504.649	1736.781	416.603	1750.254	503.216	491.69	1751.308	1772.796	484.503	1739.638	1778.175	499.032	515.899	1782.676	1768.592	472.569	511.251	534.865	1684.271	1672.835	1749.417	1759.987	470.559	341.259	1640.199	1747.954	460.781	1730.479	1742.223	393.742	1770.42	494.066	1779.366	1756.632	1767.371	385.121	573.903	1757.388	428.833	1763.287	1740.725	1746.137	523.991	581.008	1731.52	514.857	1784.798	1707.376	374.408	1773.143	1677.815	439.39	1680.978	1762.46	449.163	403.079	493.742	1711.203	1721.141	1768.928	499.237	431.476	1788.734	475.729	1737.693	464.36	1756.097	436.708	1729.311	1790.183	509.978	462.872	1684.748	1793.97	324.212	
SHH_WT_models_highres9157.py	291.189	1745.325	1739.216	422.216	351.492	401.621	1727.993	335.896	332.947	267.401	391.609	297.64	225.681	418.656	373.028	333.15	224.128	1767.37	317.594	503.92	330.769	417.385	230.71	380.598	1761.15	1717.134	1713.933	1745.631	276.751	429.298	1735.465	411.163	1711.352	404.662	440.365	1757.515	433.552	332.396	1762.03	1743.308	1749.698	1671.182	305.054	1804.303	446.927	403.751	450.404	1744.015	280.966	1754.707	361.036	1766.072	1746.9	340.105	1735.389	1716.129	357.611	230.32	1719.561	359.458	246.983	1723.426	436.677	278.322	1669.288	352.796	1717.19	1696.807	325.615	336.501	453.56	430.491	375.855	337.213	1720.921	1717.019	424.601	1734.863	310.74	471.497	1717.671	1740.956	1668.383	354.513	1752.608	408.608	344.399	1746.714	1678.931	306.983	508.853	493.427	469.042	1762.067	1734.563	0.0	1731.665	1764.661	1751.418	439.907	427.265	1746.945	412.563	1728.549	1713.49	1743.378	289.223	284.559	277.718	459.647	1755.877	269.218	287.533	534.053	1699.444	1768.29	1757.699	445.619	410.482	300.494	485.797	1767.707	385.14	486.292	1715.473	1741.863	243.063	1746.405	464.288	1674.535	1770.254	397.996	341.984	1785.814	280.656	403.503	1726.308	1664.259	496.867	328.015	1758.611	1729.563	1743.726	364.42	399.241	521.87	418.398	1696.671	1728.133	469.695	284.348	1752.722	447.458	374.953	1735.233	409.446	1682.735	529.174	431.382	302.19	1761.642	1750.455	453.993	1727.863	409.661	498.065	395.223	1656.832	1758.973	244.741	1735.506	504.381	454.937	1706.368	438.319	357.003	1730.645	502.571	390.743	1752.784	1673.685	1745.748	350.966	456.921	392.809	1762.984	1773.06	514.464	1732.231	424.753	1751.61	440.506	1695.811	504.877	500.422	1740.437	1738.267	282.023	543.586	1719.306	
SHH_WT_models_highres32352.py	1709.065	310.783	327.787	1697.574	1648.265	1717.861	445.551	1684.917	1692.56	1710.591	1730.032	1751.417	1741.72	1719.367	1715.699	1751.617	1716.332	343.628	1739.553	1644.32	1740.935	1712.199	1684.789	1723.644	426.526	471.503	263.322	434.947	1730.288	1723.146	339.002	1709.529	484.742	1708.75	1715.943	473.517	1729.014	1732.475	356.488	366.538	365.582	487.606	1683.428	657.491	1655.958	1735.409	1730.843	424.564	1682.824	323.426	1754.099	493.978	535.207	1720.36	419.481	343.495	1748.069	1741.395	452.238	1688.611	1743.523	469.39	1722.164	1734.707	402.68	1761.741	444.274	489.683	1750.668	1690.212	1669.674	1707.086	1753.76	1701.171	445.38	475.534	1737.935	590.365	1701.408	1714.702	502.524	402.036	331.139	1758.808	455.139	1724.786	1758.15	462.38	490.321	1692.565	1655.847	1702.114	1717.806	469.373	413.864	1731.665	0.0	383.501	515.573	1736.357	1671.633	302.645	1675.162	447.529	407.642	514.877	1748.234	1718.589	1718.542	1729.737	499.575	1728.142	1746.316	1701.189	531.319	453.194	507.025	1718.737	1714.062	1674.274	1696.249	257.321	1716.48	1673.983	376.855	522.048	1727.631	545.73	1707.409	521.069	318.459	1714.164	1769.188	484.304	1731.929	1743.126	542.942	512.954	1731.705	1759.331	502.703	494.095	519.673	1660.605	1649.804	1705.943	1725.041	323.662	334.073	1610.622	1757.594	466.519	1690.897	1724.325	446.023	1743.741	499.493	1730.905	1717.93	1750.456	407.491	615.661	1716.748	445.664	1729.27	1697.454	1724.507	529.637	593.479	1718.496	501.54	1733.364	1692.199	405.503	1737.446	1657.793	439.891	1651.756	1731.222	478.79	383.002	505.371	1690.946	1673.927	1742.11	494.472	379.793	1735.965	463.514	1709.803	498.484	1726.115	396.363	1693.785	1740.209	479.349	495.061	1665.755	1749.154	352.372	
SHH_WT_models_highres44329.py	1751.454	297.942	256.945	1726.428	1689.386	1744.026	407.679	1730.092	1736.488	1750.98	1785.858	1777.275	1765.926	1748.137	1741.516	1767.312	1759.155	133.403	1769.29	1669.613	1763.125	1734.981	1721.755	1772.231	425.614	381.106	384.716	203.914	1773.562	1749.737	209.547	1737.147	384.65	1726.254	1744.59	410.301	1755.68	1761.802	204.687	213.426	150.024	452.067	1727.56	713.647	1695.441	1769.192	1751.121	422.824	1731.428	250.349	1776.441	322.264	504.776	1755.806	309.238	249.414	1777.415	1775.033	461.233	1742.511	1784.785	385.93	1745.562	1760.975	401.043	1777.971	413.871	433.85	1770.203	1733.102	1699.475	1727.891	1778.923	1737.994	336.198	327.079	1760.417	479.614	1745.718	1752.411	406.199	247.249	480.481	1801.707	225.712	1750.445	1782.481	414.939	440.966	1734.9	1696.697	1735.016	1748.249	399.175	403.527	1764.661	383.501	0.0	417.971	1751.658	1700.412	306.713	1695.273	352.234	304.162	429.006	1774.227	1748.621	1751.227	1758.469	302.284	1751.517	1770.835	1715.944	424.246	405.428	586.316	1746.399	1727.648	1721.975	1723.303	253.46	1733.305	1716.708	225.005	352.07	1761.656	482.821	1739.55	512.138	433.694	1726.513	1768.483	385.985	1763.517	1791.031	465.043	527.009	1750.318	1775.374	426.854	371.883	495.381	1699.469	1693.44	1723.599	1738.229	380.099	311.604	1649.628	1780.485	415.015	1730.554	1757.267	342.526	1761.269	415.223	1763.28	1741.82	1785.12	279.673	487.309	1748.923	336.193	1745.306	1737.155	1742.445	457.157	473.653	1756.55	454.809	1761.963	1716.26	359.537	1752.306	1694.655	201.399	1673.47	1742.361	470.732	402.442	348.532	1735.312	1713.152	1756.248	351.938	226.18	1769.096	441.457	1727.133	378.923	1757.446	300.451	1736.638	1770.654	342.65	431.411	1699.347	1777.159	359.448	
SHH_WT_models_highres34949.py	1735.063	402.774	355.093	1716.784	1680.253	1736.313	250.846	1705.904	1712.226	1731.915	1762.794	1757.818	1750.941	1726.606	1731.646	1757.828	1737.089	419.738	1741.802	1663.18	1748.293	1727.576	1706.987	1736.35	288.05	348.148	470.833	363.651	1732.476	1730.401	452.71	1731.168	317.846	1711.077	1721.447	276.675	1746.987	1749.848	445.301	451.477	432.3	247.705	1700.201	660.558	1665.823	1746.269	1740.33	365.336	1715.148	418.339	1752.812	236.709	373.878	1723.428	326.152	426.683	1748.534	1763.737	335.163	1707.499	1769.466	355.488	1723.984	1743.856	423.062	1774.118	229.002	387.313	1749.052	1717.911	1695.139	1719.83	1741.721	1710.084	301.702	349.553	1733.15	409.116	1730.832	1725.622	335.878	499.02	553.672	1785.26	398.538	1731.499	1779.749	197.992	420.445	1726.657	1718.979	1715.333	1722.017	150.153	494.679	1751.418	515.573	417.971	0.0	1726.594	1689.721	370.809	1680.419	325.46	491.935	113.476	1755.122	1728.171	1738.651	1787.918	266.196	1730.265	1769.486	1704.346	323.113	230.148	660.843	1715.346	1726.261	1706.751	1756.841	475.511	1729.674	1692.938	433.71	262.261	1739.424	625.604	1711.669	324.448	540.474	1711.866	1782.554	274.175	1745.302	1769.674	187.404	436.144	1734.505	1770.239	142.49	324.782	392.216	1681.884	1669.394	1767.487	1725.013	567.943	402.82	1641.597	1775.565	154.918	1697.533	1703.63	324.425	1757.615	411.925	1790.222	1715.541	1752.964	410.555	378.72	1714.955	322.705	1745.107	1704.726	1731.965	446.749	418.773	1741.024	168.891	1765.922	1698.464	431.694	1745.803	1684.574	420.376	1661.518	1735.964	334.35	441.328	320.903	1700.225	1690.624	1753.886	349.544	494.777	1787.034	314.883	1705.319	358.826	1726.389	442.933	1710.871	1779.037	337.355	199.783	1684.427	1799.5	452.485	
SHH_WT_models_highres92.py	456.92	1766.358	1756.025	337.216	517.753	325.393	1735.06	402.369	424.83	436.494	524.668	367.925	347.495	272.709	302.449	315.938	434.305	1765.595	324.371	426.926	329.817	359.629	458.599	424.21	1745.559	1703.649	1743.48	1751.55	367.778	210.3	1749.157	374.1	1696.148	203.755	302.723	1740.547	336.582	431.269	1762.845	1749.181	1756.124	1668.431	406.351	1767.243	315.852	314.859	387.039	1725.885	481.078	1784.672	316.448	1717.5	1769.499	349.866	1754.226	1736.039	390.423	425.172	1709.859	453.057	433.31	1702.61	116.688	387.829	1703.699	345.477	1705.784	1692.273	353.973	487.747	390.287	381.79	288.41	375.378	1725.722	1684.521	273.266	1735.785	467.109	277.536	1705.413	1743.737	1685.899	500.339	1766.937	188.0	484.922	1737.225	1676.292	461.292	431.66	314.94	315.21	1730.231	1773.166	439.907	1736.357	1751.658	1726.594	0.0	379.767	1758.135	340.028	1742.267	1733.206	1717.82	382.96	390.484	413.341	410.467	1712.835	376.186	427.816	455.311	1698.984	1762.958	1788.761	164.301	252.946	508.779	441.641	1777.696	256.288	307.981	1723.676	1700.104	411.787	1760.806	268.926	1676.156	1801.682	242.691	379.768	1773.429	395.88	562.231	1713.652	1663.744	381.748	364.415	1747.018	1709.291	1754.938	599.281	487.935	435.496	364.681	1708.218	1760.647	563.145	409.942	1734.364	308.393	313.271	1758.016	268.812	1685.822	421.558	155.295	377.442	1799.154	1743.956	164.819	1722.676	246.274	320.752	278.76	1665.67	1735.644	449.572	1715.253	381.155	380.917	1734.532	330.886	480.095	1709.179	444.314	270.441	1750.202	1697.317	1719.776	406.55	354.293	255.181	1741.179	1761.198	417.979	1714.495	219.055	1737.269	260.859	1702.374	341.913	377.012	1705.48	1717.584	459.098	402.054	1744.677	
SHH_WT_models_highres18152.py	448.446	1690.717	1693.703	326.021	410.733	307.986	1665.612	407.629	409.276	416.491	524.4	478.454	436.89	319.716	266.372	466.819	431.638	1705.668	463.496	269.38	444.383	302.558	370.964	512.377	1689.015	1640.069	1675.159	1691.223	470.355	330.717	1677.144	285.411	1640.24	293.615	369.893	1693.74	282.603	435.852	1694.408	1671.811	1691.446	1614.558	394.603	1734.503	273.43	350.061	370.641	1663.106	409.299	1718.835	484.56	1695.814	1723.641	473.844	1693.988	1667.651	502.58	443.433	1646.267	441.265	427.283	1647.785	348.636	430.296	1632.758	477.023	1649.876	1626.346	461.601	460.349	190.53	319.766	478.31	390.996	1669.449	1658.176	381.834	1723.026	395.358	357.859	1650.7	1666.88	1615.365	516.848	1706.904	347.224	516.636	1686.293	1603.421	411.487	410.767	373.746	390.596	1695.811	1703.212	427.265	1671.633	1700.412	1689.721	379.767	0.0	1694.809	239.944	1689.28	1653.321	1681.291	457.487	429.718	416.534	396.002	1689.365	433.721	463.36	431.77	1640.013	1709.503	1726.823	374.023	309.976	394.082	357.832	1720.576	294.382	304.507	1655.272	1682.011	441.552	1687.246	383.101	1617.23	1727.964	327.584	489.789	1721.059	427.814	552.875	1672.221	1592.556	371.308	491.231	1698.376	1665.855	1719.249	445.253	444.644	481.973	343.122	1635.086	1691.973	472.713	425.097	1692.876	378.763	504.501	1698.204	309.93	1616.568	418.497	370.576	481.111	1729.509	1739.43	373.649	1674.495	331.832	415.483	280.064	1593.387	1739.121	403.061	1677.862	508.132	229.275	1671.897	328.87	353.607	1661.488	355.274	309.205	1691.904	1634.378	1678.416	441.153	333.798	319.916	1688.49	1699.211	439.96	1657.458	361.223	1685.891	351.266	1645.268	406.864	462.726	1672.744	1678.646	391.946	492.284	1674.566	
SHH_WT_models_highres42121.py	1737.169	235.974	217.432	1727.098	1670.551	1744.474	396.042	1713.112	1714.088	1736.934	1768.027	1771.728	1755.839	1742.369	1742.127	1767.836	1745.782	285.202	1763.843	1663.215	1755.966	1737.511	1703.616	1752.252	397.076	443.053	275.048	310.111	1757.139	1750.1	311.852	1741.678	446.656	1732.873	1739.522	430.573	1756.302	1744.476	323.005	324.462	325.652	431.619	1706.516	685.864	1676.708	1761.247	1767.393	407.214	1712.332	263.851	1774.366	390.747	487.754	1743.748	228.286	324.217	1776.142	1754.419	406.098	1716.349	1766.347	451.796	1748.136	1746.365	343.068	1781.421	385.108	486.059	1758.983	1724.288	1696.047	1729.151	1776.12	1720.835	252.335	332.724	1760.131	511.952	1722.632	1746.381	468.901	383.889	417.729	1786.995	346.466	1752.206	1777.554	369.423	495.428	1722.18	1687.913	1729.877	1740.787	354.361	405.418	1746.945	302.645	306.713	370.809	1758.135	1694.809	0.0	1689.314	273.762	393.048	371.173	1760.854	1737.411	1735.188	1763.31	413.122	1741.151	1759.725	1732.945	467.327	381.453	536.777	1745.475	1739.816	1701.513	1727.713	248.474	1743.829	1701.639	307.838	429.049	1745.708	540.605	1731.691	465.932	379.487	1736.477	1772.008	414.795	1747.337	1775.094	407.586	503.427	1763.461	1781.354	361.461	453.048	485.704	1680.863	1676.518	1743.882	1753.439	420.583	246.286	1634.99	1762.097	382.113	1720.579	1746.638	272.147	1765.327	511.583	1761.675	1745.579	1780.841	288.853	517.623	1741.815	277.904	1756.293	1725.135	1743.611	538.511	506.454	1740.937	394.257	1764.432	1705.686	335.527	1761.588	1678.714	341.995	1673.369	1759.552	445.401	307.76	446.828	1715.048	1705.183	1767.599	448.363	368.568	1774.186	420.514	1734.67	465.643	1747.463	328.35	1722.953	1769.426	423.058	401.082	1685.136	1780.033	316.488	
SHH_WT_models_highres26110.py	442.524	1690.393	1687.761	321.324	388.047	246.432	1664.656	404.055	392.152	419.705	532.678	431.946	376.488	293.886	242.583	429.528	413.724	1702.98	418.405	262.648	391.322	310.877	365.065	506.328	1689.084	1642.676	1667.624	1687.782	421.25	310.226	1674.338	314.458	1637.5	282.72	346.676	1690.641	319.036	389.94	1693.605	1670.383	1688.497	1607.074	384.205	1737.35	260.882	312.808	368.13	1663.958	420.464	1714.251	462.667	1687.298	1718.385	420.549	1684.974	1662.04	489.191	380.874	1641.627	440.643	444.179	1651.49	334.045	411.457	1626.916	478.492	1647.418	1624.525	432.724	454.623	263.632	278.971	446.065	383.828	1658.642	1644.594	341.937	1717.458	411.974	386.49	1647.298	1664.938	1617.191	514.95	1696.086	283.508	512.022	1682.974	1603.727	448.141	386.707	402.14	367.537	1690.469	1699.009	412.563	1675.162	1695.273	1680.419	340.028	239.944	1689.314	0.0	1676.183	1656.783	1673.074	435.121	410.471	439.969	391.832	1681.719	402.331	459.958	426.021	1627.752	1707.199	1718.043	355.418	299.461	408.885	390.317	1722.405	269.005	324.007	1649.721	1675.143	419.984	1685.736	366.227	1612.416	1727.162	259.552	488.866	1717.577	420.915	543.585	1661.973	1592.21	395.021	474.131	1691.059	1661.259	1714.837	447.791	478.053	472.308	322.967	1634.975	1688.769	457.692	431.282	1687.853	371.682	440.992	1688.222	255.591	1619.68	430.474	339.154	460.412	1722.337	1725.561	360.075	1664.204	267.903	419.316	267.156	1593.227	1726.177	392.775	1670.324	488.392	219.173	1664.459	314.418	376.904	1655.029	362.083	293.728	1686.992	1624.839	1672.027	412.078	354.063	297.95	1690.529	1697.998	465.452	1658.61	325.657	1680.901	369.442	1634.138	416.533	441.553	1669.617	1670.539	378.111	473.853	1670.534	
SHH_WT_models_highres24225.py	1728.173	335.826	264.922	1724.085	1661.605	1737.105	426.388	1697.095	1703.559	1725.931	1763.797	1753.966	1735.576	1727.53	1730.766	1746.836	1729.892	366.643	1743.625	1662.351	1734.922	1739.85	1683.901	1742.001	432.596	509.827	380.118	329.655	1738.472	1752.784	382.21	1741.317	489.492	1721.782	1741.634	461.772	1750.002	1731.701	383.526	414.167	380.884	395.863	1693.163	769.256	1670.146	1754.975	1767.36	493.288	1700.21	324.999	1752.445	407.837	514.431	1722.285	136.063	364.622	1762.339	1738.23	479.456	1707.734	1751.121	524.52	1740.946	1721.233	307.113	1760.164	412.751	544.442	1728.862	1716.328	1692.637	1728.378	1749.561	1702.567	136.636	249.429	1763.853	514.3	1712.482	1750.329	515.72	476.983	511.528	1783.047	342.735	1737.586	1778.648	360.733	566.765	1706.524	1691.217	1735.643	1746.489	343.788	396.83	1728.549	447.529	352.234	325.46	1742.267	1689.28	273.762	1676.183	0.0	447.399	325.325	1732.983	1714.068	1716.416	1754.396	432.912	1716.174	1738.185	1743.319	465.767	354.345	614.388	1740.144	1722.011	1689.434	1730.849	407.661	1727.618	1700.073	373.215	438.001	1726.156	597.015	1736.279	438.413	505.082	1725.639	1768.004	430.937	1727.132	1771.767	354.535	552.028	1768.554	1759.331	320.38	499.682	511.533	1684.384	1666.282	1736.447	1746.454	533.609	289.387	1634.022	1742.969	342.281	1720.146	1717.862	125.112	1749.728	534.829	1767.445	1732.013	1760.436	315.78	495.46	1732.791	150.92	1740.974	1730.759	1726.39	568.462	493.356	1726.159	403.438	1767.39	1690.163	331.775	1758.225	1664.95	387.247	1671.898	1742.474	475.523	332.315	465.057	1700.174	1716.926	1747.887	503.575	471.516	1779.753	433.269	1719.63	490.859	1736.845	370.536	1723.261	1769.723	500.396	351.077	1673.582	1770.43	332.279	
SHH_WT_models_highres32152.py	1692.784	306.954	323.966	1682.835	1637.683	1704.408	412.23	1677.052	1680.301	1691.241	1733.141	1738.09	1724.418	1705.387	1694.143	1736.498	1700.174	277.495	1729.551	1628.635	1723.981	1693.882	1667.847	1715.074	468.322	375.225	368.385	305.146	1720.225	1724.684	282.412	1700.631	414.747	1695.851	1709.943	452.052	1712.195	1709.945	267.454	241.448	270.58	453.296	1675.11	730.091	1647.716	1720.423	1724.714	436.017	1677.947	330.719	1739.903	413.256	480.757	1705.732	425.529	330.784	1742.586	1727.287	457.001	1684.37	1728.412	416.273	1721.007	1714.702	331.097	1750.361	450.846	423.533	1731.015	1674.852	1660.361	1686.191	1743.378	1685.476	427.363	459.004	1740.839	516.095	1691.072	1721.495	425.976	273.837	343.234	1752.379	341.04	1720.293	1757.77	473.534	420.925	1678.416	1656.407	1705.715	1718.375	478.471	396.039	1713.49	407.642	304.162	491.935	1733.206	1653.321	393.048	1656.783	447.399	0.0	494.863	1731.583	1698.54	1697.378	1713.574	402.452	1702.596	1728.522	1690.258	406.192	466.666	528.765	1726.194	1692.897	1667.127	1680.767	362.29	1698.211	1682.164	242.881	425.941	1709.131	459.403	1713.765	455.629	396.236	1699.487	1759.451	416.835	1711.856	1737.554	509.718	469.873	1729.384	1747.182	491.785	423.661	538.168	1640.775	1635.151	1692.065	1703.495	285.619	392.412	1596.827	1737.359	485.583	1687.025	1714.025	444.428	1724.279	348.117	1724.446	1713.515	1744.59	333.792	530.268	1720.409	472.718	1717.152	1706.384	1697.34	379.862	549.99	1695.02	497.143	1741.396	1668.971	382.764	1717.827	1645.108	339.078	1634.564	1710.463	475.197	367.423	406.507	1684.138	1675.178	1722.424	388.585	268.117	1743.909	471.572	1693.504	412.564	1715.822	311.939	1694.608	1742.557	401.557	494.006	1647.98	1744.436	343.454	
