	SHH_WT_models38454.py	SHH_WT_models39215.py	SHH_WT_models3827.py	SHH_WT_models40786.py	SHH_WT_models10615.py	SHH_WT_models11746.py	SHH_WT_models357.py	SHH_WT_models12018.py	SHH_WT_models35923.py	SHH_WT_models1483.py	SHH_WT_models27725.py	SHH_WT_models22704.py	SHH_WT_models46610.py	SHH_WT_models25210.py	SHH_WT_models8890.py	SHH_WT_models21516.py	SHH_WT_models48773.py	SHH_WT_models491.py	SHH_WT_models1192.py	SHH_WT_models38276.py	SHH_WT_models49283.py	SHH_WT_models29668.py	SHH_WT_models2238.py	SHH_WT_models29348.py	SHH_WT_models37141.py	SHH_WT_models14847.py	SHH_WT_models30347.py	SHH_WT_models41853.py	SHH_WT_models7344.py	SHH_WT_models1588.py	SHH_WT_models22421.py	SHH_WT_models8764.py	SHH_WT_models39507.py	SHH_WT_models15435.py	SHH_WT_models41149.py	SHH_WT_models45309.py	SHH_WT_models11760.py	SHH_WT_models44296.py	SHH_WT_models47603.py	SHH_WT_models35629.py	SHH_WT_models44428.py	SHH_WT_models36637.py	SHH_WT_models47783.py	SHH_WT_models44981.py	SHH_WT_models37228.py	SHH_WT_models36833.py	SHH_WT_models2378.py	SHH_WT_models22582.py	SHH_WT_models34183.py	SHH_WT_models44943.py	SHH_WT_models28174.py	SHH_WT_models42616.py	SHH_WT_models6662.py	SHH_WT_models18902.py	SHH_WT_models26485.py	SHH_WT_models27908.py	SHH_WT_models40839.py	SHH_WT_models29459.py	SHH_WT_models17169.py	SHH_WT_models38759.py	SHH_WT_models19239.py	SHH_WT_models42278.py	SHH_WT_models15235.py	SHH_WT_models25278.py	SHH_WT_models9748.py	SHH_WT_models32436.py	SHH_WT_models37719.py	SHH_WT_models33732.py	SHH_WT_models34323.py	SHH_WT_models19436.py	SHH_WT_models34283.py	SHH_WT_models5070.py	SHH_WT_models17200.py	SHH_WT_models37605.py	SHH_WT_models7718.py	SHH_WT_models40490.py	SHH_WT_models1709.py	SHH_WT_models31532.py	SHH_WT_models30779.py	SHH_WT_models2347.py	SHH_WT_models15552.py	SHH_WT_models16149.py	SHH_WT_models10306.py	SHH_WT_models30402.py	SHH_WT_models13634.py	SHH_WT_models41778.py	SHH_WT_models29007.py	SHH_WT_models36378.py	SHH_WT_models31832.py	SHH_WT_models39112.py	SHH_WT_models24206.py	SHH_WT_models5307.py	SHH_WT_models12433.py	SHH_WT_models18377.py	SHH_WT_models12231.py	SHH_WT_models49537.py	SHH_WT_models9944.py	SHH_WT_models48341.py	SHH_WT_models25404.py	SHH_WT_models25325.py	SHH_WT_models8984.py	SHH_WT_models1789.py	SHH_WT_models6373.py	SHH_WT_models17583.py	SHH_WT_models47710.py	SHH_WT_models41859.py	SHH_WT_models21876.py	SHH_WT_models31879.py	SHH_WT_models22069.py	SHH_WT_models38869.py	SHH_WT_models21025.py	SHH_WT_models192.py	SHH_WT_models23133.py	SHH_WT_models19903.py	SHH_WT_models7880.py	SHH_WT_models27167.py	SHH_WT_models32722.py	SHH_WT_models18570.py	SHH_WT_models41837.py	SHH_WT_models40274.py	SHH_WT_models29228.py	SHH_WT_models38655.py	SHH_WT_models717.py	SHH_WT_models8847.py	SHH_WT_models28238.py	SHH_WT_models34190.py	SHH_WT_models6070.py	SHH_WT_models5447.py	SHH_WT_models27032.py	SHH_WT_models1166.py	SHH_WT_models33698.py	SHH_WT_models49440.py	SHH_WT_models43041.py	SHH_WT_models43346.py	SHH_WT_models44997.py	SHH_WT_models32237.py	SHH_WT_models9283.py	SHH_WT_models49996.py	SHH_WT_models45114.py	SHH_WT_models7095.py	SHH_WT_models18557.py	SHH_WT_models11029.py	SHH_WT_models41538.py	SHH_WT_models13902.py	SHH_WT_models9585.py	SHH_WT_models27717.py	SHH_WT_models29730.py	SHH_WT_models45774.py	SHH_WT_models8077.py	SHH_WT_models40317.py	SHH_WT_models42102.py	SHH_WT_models7530.py	SHH_WT_models31195.py	SHH_WT_models10580.py	SHH_WT_models17316.py	SHH_WT_models40479.py	SHH_WT_models17085.py	SHH_WT_models28244.py	SHH_WT_models47890.py	SHH_WT_models14471.py	SHH_WT_models11050.py	SHH_WT_models32291.py	SHH_WT_models32644.py	SHH_WT_models32695.py	SHH_WT_models7948.py	SHH_WT_models32116.py	SHH_WT_models3886.py	SHH_WT_models11273.py	SHH_WT_models17399.py	SHH_WT_models4621.py	SHH_WT_models4070.py	SHH_WT_models34817.py	SHH_WT_models35309.py	SHH_WT_models41274.py	SHH_WT_models5926.py	SHH_WT_models35708.py	SHH_WT_models33622.py	SHH_WT_models9654.py	SHH_WT_models28611.py	SHH_WT_models23029.py	SHH_WT_models40865.py	SHH_WT_models40152.py	SHH_WT_models32950.py	SHH_WT_models13608.py	SHH_WT_models34664.py	SHH_WT_models2611.py	SHH_WT_models39351.py	SHH_WT_models34543.py	SHH_WT_models8846.py	SHH_WT_models37289.py	SHH_WT_models488.py	SHH_WT_models38204.py	SHH_WT_models571.py	SHH_WT_models34442.py	SHH_WT_models17286.py	SHH_WT_models9457.py	SHH_WT_models15986.py	SHH_WT_models28664.py	SHH_WT_models1811.py	SHH_WT_models30093.py	
SHH_WT_models38869.py	1258.189	1141.627	4108.478	4011.867	4080.17	1136.359	3985.868	1020.068	1159.442	1084.914	4189.294	1067.796	1272.477	1257.711	1193.854	1225.652	1215.886	4023.036	4305.594	1078.398	1143.823	1038.425	4064.142	1254.903	4038.104	1125.285	3978.058	3995.898	4025.323	3990.457	4094.761	4004.736	1233.521	4179.845	1276.619	4043.783	1118.333	4087.941	3977.405	4083.012	1329.013	1163.335	1163.459	1170.259	4000.692	1143.754	1085.992	1173.742	3982.139	1220.216	1220.405	4006.978	4034.883	4055.801	1136.656	1246.475	4000.33	1130.894	1275.604	4079.765	3983.736	1161.048	1168.009	3863.618	1154.882	4045.269	4006.384	4025.737	1187.186	3994.96	1142.698	1162.231	4029.24	1298.097	4011.648	4008.436	1280.568	1347.395	3975.29	1401.216	515.14	3979.966	575.827	4293.783	3919.192	662.18	1249.137	3949.228	4278.532	1781.574	4420.512	4114.725	4108.46	712.848	509.773	813.578	4248.295	797.537	1268.116	453.122	4067.677	769.279	4254.774	4235.641	4268.105	4093.997	698.622	4108.385	797.327	0.0	4280.989	696.834	659.566	4081.824	4307.926	715.592	4043.392	770.109	349.287	457.477	4220.602	852.422	639.118	530.438	726.413	772.673	790.89	439.774	4273.615	4210.734	723.641	4242.374	4193.792	678.151	4203.679	765.287	4261.704	4259.475	4232.789	412.722	4106.483	4199.729	4125.079	807.985	638.654	4218.075	642.384	4229.892	622.685	537.763	371.815	683.715	620.446	4261.721	4273.815	496.663	933.674	4076.773	4277.443	693.006	787.017	4338.519	4240.296	726.676	710.983	665.767	379.445	604.337	4254.503	4207.729	4030.894	4444.819	717.719	691.913	4238.042	4216.341	683.9	1016.289	626.316	4205.009	4203.142	767.028	309.315	4252.162	794.647	538.641	4197.328	4251.816	731.426	626.712	4237.36	4246.42	427.748	653.101	4172.971	309.502	4198.937	4196.7	4232.037	4166.572	
SHH_WT_models21025.py	4258.821	4118.001	1262.582	1363.42	1170.373	4173.031	1257.988	4180.018	4256.919	4238.681	1463.846	4222.523	4147.895	4210.518	4225.179	4147.237	4274.584	1321.556	1396.855	4188.74	4192.867	4213.113	1311.378	4216.649	1285.496	4151.519	1358.33	1430.88	1361.899	1323.956	1327.555	1480.81	4209.174	1221.279	4059.782	1311.508	4120.468	1336.342	1424.795	1359.927	4184.364	4157.478	4169.394	4122.525	1374.405	4161.854	4213.3	4244.709	1448.796	4166.232	4289.38	1346.002	1364.749	1412.411	4165.786	4316.301	1415.118	4166.849	4250.106	1385.877	1410.728	4125.986	4131.835	1480.669	4180.231	1397.01	1426.069	1396.679	4168.946	1471.04	4190.804	4163.656	1215.746	4143.909	1407.396	1434.024	4143.628	4167.324	1441.254	4108.927	4237.749	1512.787	4308.502	341.092	1195.43	4407.075	4101.26	1467.324	381.853	4365.939	790.412	721.795	694.037	4373.559	4289.836	4478.277	336.903	4440.584	4120.473	4244.322	772.273	4424.861	404.719	391.939	381.336	705.327	4434.851	690.675	4445.399	4280.989	0.0	4455.973	4452.894	734.444	393.934	4426.617	820.504	4242.251	4246.184	4259.544	417.623	4467.25	4416.053	4324.537	4451.562	4428.216	4389.499	4254.405	410.589	374.323	4341.276	418.029	461.153	4432.372	403.833	4361.085	451.129	422.918	481.689	4304.766	665.585	429.954	796.036	4463.507	4397.976	448.531	4420.623	383.642	4434.456	4365.63	4263.784	4435.637	4169.842	336.56	492.236	4357.298	4460.882	818.992	342.506	4438.66	4448.813	424.018	407.135	4458.761	4444.716	4435.836	4342.992	4356.144	371.888	543.476	802.708	739.801	4443.641	4445.649	560.499	442.724	4349.044	4504.364	4375.491	516.947	486.712	4408.672	4258.02	438.192	4458.033	4395.194	399.311	354.046	4416.627	4169.591	404.337	433.241	4325.268	4423.58	551.685	4275.866	471.641	523.457	540.086	619.746	
SHH_WT_models192.py	1277.978	1330.217	4282.907	4169.611	4262.887	1280.747	4160.093	1179.015	1195.353	1233.321	4348.902	1218.147	1397.888	1373.229	1331.469	1369.786	1292.721	4191.772	4410.318	1302.112	1370.557	1181.324	4243.356	1353.634	4210.665	1328.212	4150.659	4161.867	4198.918	4163.931	4267.034	4153.162	1408.362	4340.847	1423.185	4213.49	1380.787	4261.117	4144.48	4245.14	1464.064	1396.934	1428.149	1426.592	4167.206	1409.17	1281.317	1322.612	4140.601	1445.32	1262.715	4178.869	4204.503	4218.706	1377.918	1276.606	4174.925	1314.957	1380.118	4249.281	4161.205	1416.943	1422.07	4014.913	1405.358	4211.519	4172.463	4203.114	1428.171	4151.352	1227.833	1419.521	4212.055	1510.463	4180.525	4181.619	1513.829	1526.349	4146.843	1540.71	715.463	4131.795	709.926	4469.574	4099.741	332.014	1485.829	4123.299	4444.612	1832.332	4498.71	4299.77	4296.337	359.247	616.103	381.319	4420.325	352.85	1517.265	811.106	4265.553	328.339	4441.878	4420.484	4441.419	4289.099	256.3	4305.313	372.18	696.834	4455.973	0.0	176.173	4277.341	4465.376	312.601	4241.869	831.818	647.597	719.018	4405.312	364.069	283.438	571.457	382.908	400.986	461.505	767.103	4450.124	4403.73	521.893	4422.078	4372.411	290.466	4394.411	553.509	4433.303	4440.345	4421.204	564.155	4306.212	4377.605	4315.842	260.266	289.69	4397.172	252.109	4416.035	321.409	415.799	763.281	194.675	842.371	4452.679	4453.879	428.817	470.312	4257.725	4447.896	363.037	261.89	4481.265	4423.053	231.747	235.732	319.506	628.824	431.915	4439.428	4387.323	4210.448	4513.597	220.27	271.111	4417.461	4396.283	497.558	553.321	397.8	4390.002	4386.166	349.487	784.544	4428.412	243.079	359.576	4387.8	4438.931	338.573	925.602	4418.002	4424.487	471.235	334.168	4347.523	781.711	4381.529	4374.53	4412.998	4352.479	
SHH_WT_models23133.py	1274.456	1310.982	4271.858	4158.038	4256.754	1263.266	4153.405	1158.943	1181.638	1228.467	4350.986	1208.842	1377.444	1347.656	1288.596	1353.449	1251.532	4183.632	4418.473	1254.581	1322.11	1148.701	4236.073	1319.283	4201.939	1321.336	4142.547	4147.162	4189.36	4157.408	4259.939	4142.057	1355.618	4337.187	1405.442	4200.101	1333.586	4254.765	4135.822	4237.812	1422.557	1347.844	1382.051	1377.079	4158.446	1359.415	1244.307	1276.543	4131.643	1387.292	1222.329	4166.804	4195.58	4209.153	1329.835	1232.256	4162.969	1268.548	1327.004	4242.898	4154.673	1376.944	1373.168	4001.535	1365.679	4206.06	4166.049	4194.711	1369.589	4141.843	1200.769	1376.94	4205.467	1466.404	4168.965	4172.448	1458.029	1469.04	4136.324	1498.947	698.889	4121.827	729.368	4464.455	4082.874	312.671	1448.875	4114.343	4442.642	1878.702	4510.653	4287.337	4282.61	328.569	617.523	468.305	4415.588	386.673	1471.452	799.959	4253.286	331.242	4433.915	4409.427	4436.785	4275.638	256.178	4292.765	412.312	659.566	4452.894	176.173	0.0	4261.305	4467.704	245.425	4227.859	822.248	614.046	694.34	4393.629	435.174	289.077	563.044	402.608	455.177	470.862	761.323	4438.913	4392.034	463.774	4413.025	4355.462	262.788	4379.802	563.936	4429.291	4433.995	4412.618	505.656	4292.15	4361.216	4305.02	324.673	263.091	4388.02	255.969	4399.387	332.689	349.524	741.031	200.83	812.883	4446.513	4447.844	368.163	539.572	4236.502	4445.024	367.491	324.788	4484.441	4415.547	301.186	247.457	342.834	584.344	412.94	4432.895	4370.382	4192.319	4526.57	215.178	245.797	4403.024	4382.241	442.409	650.575	346.271	4376.437	4365.914	330.362	749.535	4421.57	310.088	359.559	4376.406	4431.165	312.683	895.171	4410.708	4419.094	430.226	255.85	4329.603	743.321	4371.596	4360.726	4405.638	4338.981	
SHH_WT_models19903.py	4113.62	3932.21	1157.094	1155.484	1064.677	3968.615	1172.143	3979.753	4136.905	4135.23	1444.544	4117.286	3954.427	4018.216	4068.737	3945.928	4139.803	1310.868	1578.035	4005.598	4034.45	4003.123	1289.829	4044.218	1143.543	4006.711	1244.683	1176.767	1275.129	1300.104	1329.605	1176.224	4029.896	1284.802	3863.957	1055.711	3959.378	1393.363	1299.944	1368.991	3996.944	3995.173	4006.02	3947.281	1255.72	3988.518	4088.406	4066.822	1312.986	3994.083	4159.935	1167.978	1322.808	1319.04	3975.386	4154.078	1299.142	3972.394	4093.733	1408.764	1266.533	3966.399	3960.537	1193.455	4032.317	1426.322	1386.617	1330.469	3987.649	1363.5	3972.268	4000.857	1235.687	3989.146	1264.235	1365.215	3973.949	4003.473	1347.768	3933.808	4016.627	1347.505	4082.785	791.952	864.387	4197.937	3927.488	1346.636	832.885	4237.354	1170.947	474.546	419.604	4164.153	4063.047	4289.462	788.063	4279.041	3946.362	4048.785	483.134	4238.831	733.93	700.041	780.445	459.338	4236.8	325.628	4289.706	4081.824	734.444	4277.341	4261.305	0.0	770.311	4233.33	613.452	4017.951	4027.375	4043.714	792.406	4307.559	4214.147	4095.681	4245.487	4225.792	4188.064	4031.736	652.367	713.309	4127.356	652.05	761.615	4239.669	737.638	4129.559	869.887	817.587	585.254	4085.194	550.537	710.114	440.778	4354.636	4185.807	703.141	4216.568	692.189	4240.774	4145.93	4079.808	4238.1	3948.894	620.552	761.453	4132.263	4321.694	400.699	740.17	4270.877	4255.36	829.618	719.575	4274.295	4257.282	4236.263	4137.06	4138.781	780.132	759.77	337.866	1109.368	4265.41	4255.211	757.271	741.43	4138.353	4422.533	4159.547	697.738	651.106	4188.347	4070.856	634.632	4287.055	4181.823	790.538	722.658	4218.024	3964.678	743.456	657.036	4112.073	4215.887	677.194	4071.778	674.673	745.816	735.15	591.199	
SHH_WT_models7880.py	4293.307	4147.935	1325.58	1385.944	1193.21	4202.273	1250.212	4206.667	4287.346	4260.353	1341.599	4243.066	4185.907	4241.855	4254.046	4172.333	4302.888	1378.011	1339.942	4204.98	4222.141	4232.197	1378.577	4249.855	1263.472	4176.173	1383.558	1444.502	1387.528	1371.552	1358.308	1499.339	4233.662	1261.076	4087.95	1330.671	4152.796	1418.244	1461.199	1434.716	4216.584	4186.088	4193.203	4150.525	1457.489	4182.152	4237.18	4269.457	1506.091	4196.735	4315.078	1365.719	1451.088	1519.254	4179.274	4336.634	1492.039	4183.029	4281.345	1424.297	1430.772	4146.614	4153.958	1496.779	4203.93	1471.585	1460.084	1481.814	4188.302	1567.015	4210.984	4191.606	1293.237	4180.315	1446.638	1445.1	4174.414	4204.605	1528.962	4146.982	4264.223	1550.462	4330.375	311.959	1236.182	4423.922	4131.198	1528.917	364.794	4379.934	721.159	630.413	643.767	4395.072	4313.574	4488.58	399.279	4450.196	4148.318	4278.546	784.557	4438.087	331.402	322.054	330.724	741.32	4443.813	757.945	4458.456	4307.926	393.934	4465.376	4467.704	770.311	0.0	4445.808	940.181	4269.564	4271.876	4277.678	406.536	4479.826	4433.36	4342.803	4459.514	4446.813	4416.178	4280.917	412.048	348.525	4359.363	317.281	432.959	4443.931	454.311	4382.852	414.572	371.889	399.168	4323.419	665.689	447.509	792.658	4471.513	4415.079	354.986	4436.857	473.746	4450.058	4386.722	4297.521	4451.064	4199.387	379.934	330.991	4374.122	4479.378	787.342	262.333	4466.815	4462.043	316.648	347.205	4465.722	4451.518	4446.939	4357.664	4371.895	459.116	576.635	816.933	635.338	4448.579	4467.708	373.384	374.797	4379.858	4511.422	4389.44	388.683	439.67	4427.34	4283.814	331.894	4462.913	4407.791	467.406	438.899	4436.844	4213.537	386.441	306.508	4347.743	4434.139	508.128	4297.463	367.345	521.288	422.346	523.575	
SHH_WT_models27167.py	1238.742	1304.44	4235.122	4124.046	4237.521	1265.581	4131.537	1153.313	1140.523	1253.123	4350.782	1229.06	1339.368	1310.785	1241.087	1357.337	1191.642	4153.847	4405.661	1254.957	1294.103	1164.867	4209.585	1259.024	4184.393	1327.822	4122.922	4113.769	4169.688	4134.335	4233.387	4107.198	1298.972	4313.947	1383.454	4173.121	1285.883	4227.025	4111.825	4208.52	1356.292	1319.344	1361.336	1336.874	4129.955	1335.535	1261.835	1222.492	4104.285	1345.48	1179.409	4144.173	4169.392	4172.053	1317.991	1182.065	4138.73	1256.046	1260.912	4214.01	4133.652	1366.317	1355.883	3962.598	1353.223	4179.307	4138.286	4169.55	1356.58	4107.327	1176.014	1359.574	4178.146	1396.441	4149.045	4151.042	1405.33	1388.797	4105.463	1413.969	733.762	4092.677	807.422	4433.737	4048.326	324.706	1414.683	4092.538	4416.415	1946.379	4493.917	4262.202	4258.041	270.37	686.635	585.896	4384.136	391.53	1431.551	850.785	4229.029	342.057	4403.231	4380.857	4402.859	4255.13	298.137	4270.052	435.472	715.592	4426.617	312.601	245.425	4233.33	4445.808	0.0	4199.443	836.438	663.531	744.152	4355.886	477.638	335.506	624.55	541.318	477.818	454.582	828.65	4402.088	4355.236	426.514	4388.538	4311.734	227.621	4343.415	619.932	4401.016	4397.935	4393.169	536.459	4269.324	4321.826	4283.381	388.758	267.12	4356.43	257.657	4357.895	401.094	399.676	784.631	264.397	837.731	4424.018	4421.073	449.372	573.062	4197.513	4423.403	402.165	328.602	4468.101	4388.279	379.797	335.145	464.133	664.426	495.059	4403.798	4330.299	4154.381	4513.096	300.639	263.318	4363.116	4347.207	365.826	760.565	361.649	4345.43	4319.758	324.39	815.827	4398.721	354.499	470.863	4338.83	4405.912	237.831	880.12	4381.311	4394.689	482.215	312.81	4287.316	806.431	4342.472	4325.405	4383.414	4309.841	
SHH_WT_models32722.py	4049.617	3914.598	1242.704	1251.29	1021.712	3949.22	982.561	3943.682	4047.121	4037.494	1467.403	4021.06	3936.609	3990.375	4001.939	3944.325	4056.934	1050.87	1577.0	3972.644	3971.666	3985.428	1099.199	3988.138	1064.028	3945.368	1034.258	1238.985	1083.112	1037.884	1141.485	1281.405	3979.35	1156.806	3880.574	1234.206	3895.671	1144.479	1079.063	1160.384	3961.727	3934.069	3951.333	3899.302	1079.427	3941.044	4002.099	4011.069	1114.34	3941.239	4075.566	1103.991	1089.219	1185.732	3946.717	4096.639	1120.962	3949.537	4028.018	1185.791	1074.288	3921.117	3919.396	1247.487	3969.064	1145.875	1111.22	1119.164	3950.135	1169.825	3975.195	3946.835	950.399	3928.907	1154.421	1139.141	3932.162	3947.613	1133.615	3894.585	4019.172	1199.445	4077.191	962.995	1035.319	4187.427	3892.267	1134.46	831.969	4188.945	1276.074	615.589	593.348	4154.493	4060.128	4263.163	763.688	4234.046	3909.715	4009.939	406.04	4211.802	810.462	797.121	863.359	463.563	4211.891	519.743	4236.409	4043.392	820.504	4241.869	4227.859	613.452	940.181	4199.443	0.0	4030.666	4017.863	4038.45	784.103	4263.744	4188.801	4098.935	4233.265	4200.012	4181.874	4015.547	933.668	784.536	4136.103	836.278	855.802	4207.693	732.237	4144.599	840.932	860.637	814.082	4072.443	502.231	844.318	615.856	4294.566	4172.572	823.078	4190.107	815.509	4209.766	4137.634	4022.731	4208.572	3956.499	756.09	862.998	4123.256	4265.866	796.761	840.417	4218.016	4228.635	934.68	825.128	4240.777	4227.688	4212.842	4102.569	4137.487	778.932	819.627	701.661	1261.646	4236.045	4218.825	974.681	817.599	4112.12	4359.178	4155.9	786.58	870.245	4177.377	4027.264	890.161	4256.683	4163.234	745.601	813.593	4191.431	3939.299	801.249	840.521	4096.996	4197.724	814.894	4040.02	809.741	826.347	865.491	738.017	
SHH_WT_models18570.py	1230.41	1121.394	4051.925	3923.541	4087.876	1033.444	3991.914	1074.735	1363.137	1404.882	4271.142	1400.461	1086.267	1142.75	1390.49	1082.712	1397.391	4015.724	4431.279	1263.448	1386.345	1029.929	4048.595	1319.516	4014.93	1369.739	3975.418	3916.221	4013.119	4004.146	4074.445	3909.03	1392.874	4179.214	1081.201	3963.896	1370.982	4093.386	3951.784	4055.287	1273.896	1397.915	1419.715	1371.241	3969.499	1379.618	1426.859	1340.493	3934.338	1409.882	1429.66	3955.325	4030.115	4003.162	1321.212	1369.518	3964.314	1276.408	1461.97	4062.001	3969.148	1427.484	1384.644	3768.353	1423.604	4044.373	3992.858	4018.733	1406.909	3944.076	1010.446	1413.564	4058.718	1509.143	3966.728	3988.329	1445.636	1462.423	3939.612	1376.782	353.847	3915.757	439.788	4237.87	3833.896	746.605	1400.125	3924.578	4231.926	1931.859	4449.435	4062.815	4056.06	775.39	409.256	846.916	4200.821	911.491	1480.469	686.679	4039.88	903.273	4199.745	4170.816	4208.253	4070.11	838.331	4071.813	936.205	770.109	4242.251	831.818	822.248	4017.951	4269.564	836.438	4030.666	0.0	567.393	625.252	4152.661	934.035	810.811	398.802	735.757	817.992	828.865	510.298	4182.273	4147.435	811.121	4183.56	4095.758	873.508	4132.991	451.214	4209.169	4192.758	4194.033	614.233	4078.458	4100.986	4089.727	963.264	742.659	4153.246	790.996	4143.403	800.153	726.117	828.51	835.759	317.261	4232.857	4223.457	695.306	1043.875	3980.712	4247.566	875.88	819.742	4342.511	4182.692	829.157	859.487	828.071	714.991	732.194	4196.504	4112.248	3934.551	4489.073	878.401	819.507	4147.324	4139.543	866.027	1148.072	766.516	4135.602	4106.438	660.563	850.782	4198.666	831.631	736.363	4131.134	4198.877	887.933	486.54	4176.708	4194.486	684.997	827.928	4066.945	763.851	4129.531	4110.101	4179.273	4097.67	
SHH_WT_models41837.py	1271.462	1132.165	4056.313	3942.765	4065.582	1109.899	3969.145	1040.029	1235.675	1212.2	4210.024	1202.96	1239.57	1237.318	1255.992	1190.001	1284.784	3996.317	4347.877	1113.85	1216.107	1033.487	4029.393	1276.239	4000.318	1189.224	3952.732	3926.021	3993.316	3973.009	4054.995	3931.537	1279.608	4152.462	1215.139	3976.16	1187.26	4064.015	3940.935	4041.634	1317.244	1211.839	1232.796	1225.232	3962.534	1202.951	1199.034	1236.499	3932.948	1260.794	1289.849	3952.733	4009.687	4000.548	1160.402	1276.281	3952.032	1143.668	1319.959	4041.084	3953.817	1213.638	1221.592	3791.635	1252.905	4020.519	3976.107	3997.148	1226.702	3943.347	1108.838	1244.112	4020.693	1361.81	3957.744	3972.191	1310.949	1378.538	3930.058	1389.178	351.05	3917.797	421.247	4249.653	3850.668	586.526	1294.352	3908.133	4237.921	1857.199	4420.951	4070.306	4064.377	623.026	313.991	731.501	4206.938	771.515	1312.446	445.462	4036.972	705.615	4207.066	4184.637	4221.518	4063.744	616.913	4072.97	786.83	349.287	4246.184	647.597	614.046	4027.375	4271.876	663.531	4017.863	567.393	0.0	371.376	4168.878	783.289	561.528	337.245	598.916	727.867	738.95	352.331	4209.374	4161.098	624.513	4195.191	4125.281	638.348	4150.681	587.908	4217.385	4208.905	4195.954	293.748	4074.901	4131.747	4092.318	794.567	560.865	4167.975	590.792	4166.375	606.262	453.699	478.049	632.459	418.074	4229.845	4230.351	395.387	889.221	4005.47	4244.991	658.542	685.462	4322.89	4192.759	680.858	663.631	589.633	450.179	484.44	4207.506	4138.755	3961.855	4451.699	666.742	628.104	4174.847	4161.157	646.136	982.806	522.92	4152.468	4135.308	629.912	415.148	4208.415	688.849	441.541	4145.954	4206.699	661.128	531.294	4187.496	4203.234	373.224	578.917	4099.396	439.403	4145.096	4133.85	4187.976	4113.555	
SHH_WT_models40274.py	1293.519	1150.035	4072.763	3954.775	4074.412	1190.983	3970.639	1074.924	1284.68	1243.689	4190.032	1207.298	1271.395	1263.352	1253.44	1141.872	1302.191	4010.982	4343.95	1124.94	1239.034	1044.422	4049.919	1307.411	4007.894	1146.1	3962.067	3947.176	4005.619	3984.1	4074.184	3944.319	1298.609	4166.454	1175.165	3988.142	1229.279	4083.761	3955.098	4062.035	1346.516	1258.626	1235.785	1239.572	3981.718	1216.882	1226.652	1232.951	3952.624	1300.046	1319.794	3969.395	4027.405	4027.382	1199.369	1295.519	3977.546	1179.655	1372.824	4062.251	3963.791	1179.369	1210.287	3811.663	1180.0	4036.251	3991.941	4019.018	1259.549	3967.914	1143.477	1230.15	4035.539	1363.048	3977.569	3988.967	1361.435	1420.107	3956.233	1437.271	343.132	3939.653	535.719	4256.69	3871.999	598.755	1211.099	3930.373	4249.595	1712.386	4415.932	4078.276	4073.454	659.431	459.512	775.908	4221.475	755.173	1306.552	570.858	4047.062	720.815	4223.369	4197.903	4234.73	4075.749	659.142	4086.867	774.683	457.477	4259.544	719.018	694.34	4043.714	4277.678	744.152	4038.45	625.252	371.376	0.0	4187.125	865.009	613.582	419.41	648.864	705.107	679.952	512.25	4218.115	4174.808	610.662	4202.001	4143.734	688.866	4165.662	642.883	4230.992	4227.042	4202.552	396.341	4086.507	4145.564	4099.633	879.665	631.457	4176.347	672.892	4184.009	634.233	548.622	600.602	702.862	480.164	4242.461	4241.439	520.161	974.512	4022.87	4251.74	829.35	789.613	4327.443	4204.203	690.132	703.349	604.008	467.878	558.516	4225.627	4158.204	3977.268	4448.669	729.639	763.234	4185.889	4173.301	650.121	1093.052	594.358	4162.209	4153.425	725.844	445.571	4212.896	791.711	521.998	4165.835	4221.976	764.967	619.66	4201.606	4209.063	506.971	655.867	4117.042	319.826	4155.294	4149.984	4194.414	4125.466	
