	Six_mouse_models37455.py	Six_mouse_models20174.py	Six_mouse_models38690.py	Six_mouse_models10811.py	Six_mouse_models15117.py	Six_mouse_models24968.py	Six_mouse_models918.py	Six_mouse_models36618.py	Six_mouse_models12314.py	Six_mouse_models22789.py	Six_mouse_models8863.py	Six_mouse_models24535.py	Six_mouse_models39421.py	Six_mouse_models23566.py	Six_mouse_models27791.py	Six_mouse_models36432.py	Six_mouse_models30179.py	Six_mouse_models12750.py	Six_mouse_models8255.py	Six_mouse_models49893.py	Six_mouse_models23222.py	Six_mouse_models17756.py	Six_mouse_models48513.py	Six_mouse_models24703.py	Six_mouse_models31015.py	Six_mouse_models11370.py	Six_mouse_models7247.py	Six_mouse_models6364.py	Six_mouse_models49081.py	Six_mouse_models18368.py	Six_mouse_models28062.py	Six_mouse_models33861.py	Six_mouse_models14178.py	Six_mouse_models36715.py	Six_mouse_models4575.py	Six_mouse_models24482.py	Six_mouse_models25136.py	Six_mouse_models14262.py	Six_mouse_models44251.py	Six_mouse_models48573.py	Six_mouse_models38755.py	Six_mouse_models655.py	Six_mouse_models2564.py	Six_mouse_models25663.py	Six_mouse_models13801.py	Six_mouse_models20327.py	Six_mouse_models9268.py	Six_mouse_models23848.py	Six_mouse_models19966.py	Six_mouse_models2110.py	Six_mouse_models24016.py	Six_mouse_models23833.py	Six_mouse_models26036.py	Six_mouse_models9042.py	Six_mouse_models44717.py	Six_mouse_models25959.py	Six_mouse_models20817.py	Six_mouse_models10289.py	Six_mouse_models30124.py	Six_mouse_models9465.py	Six_mouse_models32.py	Six_mouse_models43061.py	Six_mouse_models24027.py	Six_mouse_models43439.py	Six_mouse_models32878.py	Six_mouse_models18683.py	Six_mouse_models17239.py	Six_mouse_models18082.py	Six_mouse_models23837.py	Six_mouse_models24115.py	Six_mouse_models42115.py	Six_mouse_models12693.py	Six_mouse_models469.py	Six_mouse_models20897.py	Six_mouse_models13033.py	Six_mouse_models38578.py	Six_mouse_models46556.py	Six_mouse_models2070.py	Six_mouse_models17178.py	Six_mouse_models4952.py	Six_mouse_models3269.py	Six_mouse_models4128.py	Six_mouse_models49270.py	Six_mouse_models45856.py	Six_mouse_models39041.py	Six_mouse_models9617.py	Six_mouse_models380.py	Six_mouse_models4407.py	Six_mouse_models22040.py	Six_mouse_models48086.py	Six_mouse_models5551.py	Six_mouse_models28097.py	Six_mouse_models40464.py	Six_mouse_models25517.py	Six_mouse_models5535.py	Six_mouse_models33140.py	Six_mouse_models36748.py	Six_mouse_models24474.py	Six_mouse_models19402.py	Six_mouse_models28226.py	Six_mouse_models31826.py	Six_mouse_models3490.py	Six_mouse_models25955.py	Six_mouse_models10170.py	Six_mouse_models16824.py	Six_mouse_models45064.py	Six_mouse_models10486.py	Six_mouse_models16162.py	Six_mouse_models38863.py	Six_mouse_models15504.py	Six_mouse_models11017.py	Six_mouse_models26179.py	Six_mouse_models47608.py	Six_mouse_models28537.py	Six_mouse_models36339.py	Six_mouse_models44324.py	Six_mouse_models34148.py	Six_mouse_models48880.py	Six_mouse_models43457.py	Six_mouse_models18305.py	Six_mouse_models12049.py	Six_mouse_models26804.py	Six_mouse_models34188.py	Six_mouse_models26653.py	Six_mouse_models1007.py	Six_mouse_models27183.py	Six_mouse_models49851.py	Six_mouse_models40438.py	Six_mouse_models41648.py	Six_mouse_models29270.py	Six_mouse_models2970.py	Six_mouse_models433.py	Six_mouse_models2596.py	Six_mouse_models46861.py	Six_mouse_models9475.py	Six_mouse_models3660.py	Six_mouse_models35271.py	Six_mouse_models4828.py	Six_mouse_models43407.py	Six_mouse_models33559.py	Six_mouse_models436.py	Six_mouse_models19407.py	Six_mouse_models4411.py	Six_mouse_models41645.py	Six_mouse_models24658.py	Six_mouse_models35416.py	Six_mouse_models17088.py	Six_mouse_models15222.py	Six_mouse_models40675.py	Six_mouse_models28548.py	Six_mouse_models44200.py	Six_mouse_models749.py	Six_mouse_models25281.py	Six_mouse_models29151.py	Six_mouse_models39562.py	Six_mouse_models18989.py	Six_mouse_models39307.py	Six_mouse_models27280.py	Six_mouse_models45447.py	Six_mouse_models49200.py	Six_mouse_models8909.py	Six_mouse_models46675.py	Six_mouse_models10710.py	Six_mouse_models677.py	Six_mouse_models37595.py	Six_mouse_models44792.py	Six_mouse_models35625.py	Six_mouse_models47451.py	Six_mouse_models48604.py	Six_mouse_models39401.py	Six_mouse_models21704.py	Six_mouse_models8585.py	Six_mouse_models33993.py	Six_mouse_models16182.py	Six_mouse_models39436.py	Six_mouse_models48847.py	Six_mouse_models21597.py	Six_mouse_models30079.py	Six_mouse_models14974.py	Six_mouse_models19283.py	Six_mouse_models4772.py	Six_mouse_models7712.py	Six_mouse_models14155.py	Six_mouse_models39349.py	Six_mouse_models43352.py	Six_mouse_models36290.py	Six_mouse_models26931.py	Six_mouse_models49815.py	Six_mouse_models9766.py	Six_mouse_models46973.py	Six_mouse_models33238.py	Six_mouse_models29317.py	Six_mouse_models22723.py	Six_mouse_models32887.py	Six_mouse_models23955.py	Six_mouse_models23349.py	Six_mouse_models48145.py	Six_mouse_models47029.py	Six_mouse_models1439.py	Six_mouse_models23784.py	
Six_mouse_models27183.py	1000.219	2370.276	410.739	1004.489	441.154	2237.098	986.245	583.212	416.983	466.757	2238.653	449.952	467.998	2432.122	2237.245	2247.784	2258.531	2335.032	2242.765	2239.134	466.663	2260.66	2277.194	2265.917	482.195	609.989	2252.127	487.036	2272.162	2216.99	510.832	2359.98	507.958	1035.285	2271.725	454.281	2358.868	2257.623	2218.018	519.584	1071.937	2270.317	2289.433	2269.284	603.47	2224.599	425.007	453.512	490.542	530.738	2235.971	477.405	630.884	2242.248	692.412	298.253	2337.116	931.155	2272.882	246.717	2238.829	2356.996	486.398	513.634	2274.15	993.115	519.166	465.435	2253.711	504.083	586.803	2214.928	477.89	2243.819	335.89	439.3	2258.238	2198.421	2313.651	2261.071	2245.088	2227.753	594.647	2235.689	2259.457	561.455	480.273	2288.852	2250.854	518.351	2234.809	2242.905	502.008	2266.09	960.931	695.017	2269.601	2208.292	2258.284	2268.708	2265.967	391.404	479.273	2264.418	2350.974	650.916	2275.11	528.89	304.394	2240.266	2228.736	943.681	2274.739	2268.215	271.064	1008.434	313.632	2251.483	296.179	890.226	2255.849	2253.945	645.729	2305.992	2214.467	0.0	558.967	2231.736	2257.544	1081.302	295.764	560.375	545.469	904.54	581.441	2277.332	221.163	2319.652	2262.159	287.331	329.933	736.624	601.693	2250.267	2272.587	522.791	2236.92	863.933	298.814	2249.081	2276.02	1081.592	698.568	534.031	2203.6	2219.414	580.595	349.588	565.346	2274.932	588.795	2254.952	567.132	2246.012	320.355	492.697	398.041	485.13	945.757	614.269	2327.043	2239.718	2325.502	255.941	722.313	2346.325	2182.927	2202.357	2222.577	2253.029	521.597	326.63	2228.662	753.39	2269.526	885.514	306.353	593.169	933.18	2217.594	958.89	2259.998	299.496	325.356	264.595	603.557	542.921	326.591	2246.659	2194.486	
Six_mouse_models49851.py	917.016	2255.91	489.735	914.467	496.852	2188.586	912.052	523.34	539.907	337.164	2173.931	287.911	412.114	2311.206	2177.435	2217.602	2237.693	2217.744	2169.986	2212.174	369.479	2237.022	2201.078	2220.725	246.962	560.296	2161.477	249.06	2187.834	2158.072	199.519	2223.625	367.017	869.632	2192.639	484.399	2242.182	2168.762	2154.904	661.871	901.334	2186.327	2229.54	2175.949	582.596	2147.651	420.306	436.448	395.727	251.254	2188.119	391.766	506.802	2192.907	563.389	568.773	2210.881	839.636	2199.276	630.084	2160.059	2229.939	461.47	136.323	2196.366	842.449	215.462	291.32	2187.834	245.752	540.461	2153.396	435.915	2235.695	567.361	408.977	2176.445	2191.891	2234.75	2188.49	2261.644	2239.727	354.542	2226.444	2177.589	171.863	298.038	2278.864	2246.18	292.872	2260.862	2186.328	600.578	2217.736	1028.556	566.973	2169.837	2196.155	2169.132	2235.234	2175.823	477.575	558.429	2166.895	2230.726	515.311	2186.313	276.491	538.753	2255.303	2201.561	1014.154	2194.766	2172.334	659.76	821.16	505.309	2185.672	664.94	765.521	2206.647	2227.7	466.464	2238.451	2152.961	558.967	0.0	2148.341	2188.053	902.43	608.924	569.944	432.989	927.537	261.7	2217.204	521.717	2199.357	2189.428	595.668	461.628	577.275	412.705	2212.879	2241.483	528.298	2205.095	805.494	548.322	2228.825	2179.222	920.536	624.476	309.796	2180.344	2126.736	352.045	450.503	721.743	2289.869	252.433	2173.168	343.13	2228.156	435.98	403.86	509.065	307.395	976.37	212.095	2202.063	2236.593	2254.853	610.895	559.538	2213.966	2170.995	2188.361	2148.932	2236.267	650.464	512.161	2186.331	631.581	2165.897	816.356	479.237	357.999	761.667	2124.648	1051.527	2174.959	509.817	444.082	551.003	707.074	384.758	412.879	2151.556	2163.953	
Six_mouse_models40438.py	2236.694	778.551	2210.618	2249.092	2231.763	438.36	2284.225	2230.176	2247.632	2179.897	319.506	2204.759	2188.019	886.116	354.774	363.911	565.701	965.067	327.42	464.477	2203.298	407.541	513.967	340.335	2174.334	2220.258	246.404	2183.392	532.975	364.537	2172.568	850.278	2165.548	2243.677	252.73	2230.919	768.417	205.679	271.618	2244.12	2231.493	479.136	595.62	555.794	2191.83	410.091	2205.823	2203.65	2207.834	2175.945	297.414	2237.759	2203.918	554.583	2177.683	2258.254	943.722	2232.469	563.949	2262.383	289.739	842.664	2229.138	2171.962	523.618	2203.043	2166.296	2205.37	461.331	2195.261	2204.744	315.339	2209.581	482.727	2249.522	2187.086	582.219	450.968	580.703	365.623	571.332	542.745	2161.94	433.413	583.776	2151.278	2162.955	642.355	453.651	2202.11	584.142	503.095	2239.311	364.889	2289.641	2181.577	810.028	471.776	322.973	409.905	315.852	2232.005	2228.646	291.464	797.234	2211.356	274.396	2135.858	2231.61	594.981	410.278	2265.968	308.676	210.403	2268.404	2273.855	2229.684	376.75	2258.528	2172.556	390.329	656.776	2191.089	980.364	469.51	2231.736	2148.341	0.0	299.671	2201.686	2242.485	2214.315	2192.736	2249.903	2162.119	364.413	2183.766	884.984	577.668	2249.638	2180.898	2146.418	2179.683	524.897	597.676	2247.621	613.067	2221.329	2209.123	432.151	306.053	2204.655	2207.896	2181.075	428.927	250.867	2194.545	2204.5	2257.658	555.253	2150.463	350.468	2191.079	408.161	2215.412	2176.59	2249.847	2143.803	2275.698	2154.907	865.417	497.157	981.381	2236.957	2193.266	897.884	493.529	475.863	391.77	472.383	2244.845	2226.133	619.504	2192.42	309.636	2216.408	2185.391	2184.431	2150.198	312.939	2249.322	394.547	2211.274	2213.565	2243.863	2244.246	2163.127	2200.027	529.112	424.418	
Six_mouse_models41648.py	2300.218	775.181	2231.869	2304.692	2255.77	344.239	2335.225	2264.304	2254.077	2217.032	282.369	2230.912	2216.138	842.018	348.828	259.147	435.774	949.053	226.414	325.973	2233.481	261.846	476.163	222.277	2218.07	2259.071	205.776	2219.815	521.868	319.297	2208.242	884.089	2196.506	2301.496	230.193	2251.519	750.725	239.991	284.513	2234.374	2291.599	475.093	516.644	528.476	2240.931	396.908	2233.863	2226.924	2234.728	2206.016	333.169	2253.425	2239.882	450.004	2220.096	2270.911	982.933	2282.681	541.282	2264.9	286.044	864.51	2242.408	2211.67	483.036	2253.452	2207.921	2239.061	446.427	2228.907	2242.708	306.199	2231.598	341.911	2274.197	2216.383	552.63	458.802	492.006	363.419	466.981	432.549	2192.922	381.76	565.319	2189.283	2204.296	587.433	416.759	2225.897	462.405	494.746	2246.028	217.373	2351.886	2216.468	812.08	445.611	283.022	354.613	256.839	2264.575	2240.759	238.021	855.032	2251.426	221.712	2176.084	2258.061	466.744	400.101	2323.926	298.017	262.264	2263.199	2321.067	2262.876	362.478	2273.849	2226.403	336.05	601.092	2232.394	985.738	448.098	2257.544	2188.053	299.671	0.0	2267.191	2253.235	2233.594	2220.17	2278.635	2196.998	256.662	2225.404	972.052	557.402	2265.854	2225.82	2187.775	2208.187	449.746	544.313	2256.757	632.349	2268.57	2244.83	433.504	281.145	2263.945	2250.509	2221.324	368.982	379.68	2226.195	2246.599	2295.693	475.969	2188.493	298.096	2223.239	409.38	2257.805	2209.431	2286.397	2180.883	2334.139	2193.937	885.286	457.634	990.292	2269.729	2234.823	973.061	446.486	393.666	415.322	459.86	2291.108	2254.071	630.506	2230.876	258.184	2270.805	2227.387	2217.481	2204.15	386.721	2309.868	265.514	2250.153	2256.026	2263.87	2288.212	2203.29	2246.243	544.919	497.68	
Six_mouse_models29270.py	442.894	2273.128	1065.786	521.04	1021.584	2314.803	566.049	914.231	1091.194	936.111	2243.421	978.807	1027.041	2277.944	2277.598	2299.225	2359.152	2177.994	2249.147	2321.472	931.771	2311.141	2196.919	2297.683	930.305	869.97	2247.172	955.592	2191.212	2255.396	931.278	2220.455	964.726	305.533	2250.874	1073.709	2255.235	2233.411	2228.366	1189.445	327.631	2173.66	2226.525	2166.713	872.335	2253.111	1028.563	957.646	978.831	955.644	2250.723	1020.039	833.865	2346.874	845.014	1104.354	2181.276	557.58	2209.849	1124.156	2231.048	2219.667	1056.002	897.609	2197.462	378.117	914.288	976.887	2273.79	944.297	857.596	2240.958	1015.542	2336.622	1070.159	948.458	2184.056	2264.854	2238.312	2234.904	2342.037	2305.278	925.875	2290.282	2162.094	885.52	934.273	2270.012	2301.034	958.784	2339.583	2253.784	1160.359	2281.458	709.326	856.294	2189.43	2284.137	2254.908	2291.575	2239.922	1059.185	1063.877	2247.573	2219.956	851.669	2246.397	884.47	1092.881	2345.315	2272.072	624.534	2268.676	2218.032	1145.724	468.142	1025.72	2256.183	1121.444	610.457	2232.4	2215.48	776.546	2218.88	2261.216	1081.302	902.43	2201.686	2267.191	0.0	1125.748	1072.174	878.544	842.696	921.386	2283.759	1031.929	2163.626	2165.944	1084.013	1050.7	800.442	1005.889	2283.14	2233.093	1084.519	2179.798	660.956	1086.399	2270.848	2236.706	370.154	907.731	925.335	2241.361	2198.862	979.817	1011.905	1037.176	2342.837	867.275	2264.006	943.418	2271.202	1016.387	947.41	996.155	912.146	669.67	900.693	2176.672	2308.156	2233.617	1101.557	826.978	2186.942	2272.973	2272.613	2227.907	2284.141	953.174	1073.693	2164.978	891.197	2250.828	653.109	1011.304	949.827	585.818	2202.466	734.492	2250.713	1034.47	1021.938	1075.097	998.793	978.392	997.697	2136.361	2212.439	
Six_mouse_models2970.py	1012.916	2367.936	373.364	1004.449	440.908	2241.146	976.284	582.609	378.479	526.581	2248.783	462.546	443.724	2404.863	2241.88	2232.137	2238.35	2333.348	2240.244	2238.248	532.806	2236.618	2281.266	2248.794	534.983	630.625	2254.001	499.296	2289.907	2226.15	533.724	2355.439	503.685	1029.944	2264.315	389.037	2348.312	2267.904	2234.344	384.215	1073.042	2272.904	2284.783	2266.463	640.322	2237.896	461.359	540.662	461.735	520.594	2240.973	456.909	634.959	2245.454	666.068	168.224	2316.247	927.369	2272.22	161.983	2247.509	2344.144	385.218	583.433	2280.262	1003.269	579.552	507.997	2252.825	510.083	596.617	2230.309	507.209	2238.195	244.091	517.213	2262.682	2217.203	2310.044	2270.303	2230.416	2220.595	606.199	2233.185	2265.561	580.479	523.931	2269.531	2248.517	477.959	2226.988	2256.914	424.537	2256.56	945.457	659.008	2271.111	2218.154	2255.023	2265.084	2273.721	321.921	487.124	2254.743	2350.475	623.711	2273.876	643.238	265.501	2218.149	2225.218	928.613	2264.257	2270.325	246.253	998.4	326.438	2251.636	282.976	903.596	2254.644	2252.09	696.301	2305.168	2231.41	295.764	608.924	2242.485	2253.235	1125.748	0.0	562.891	599.845	879.963	628.772	2267.032	330.109	2327.958	2276.916	218.609	286.515	737.718	574.412	2238.718	2257.933	458.477	2252.494	849.617	237.042	2248.863	2282.066	1077.705	660.71	528.975	2207.347	2239.809	518.793	353.891	452.398	2247.072	660.922	2247.097	543.857	2249.882	371.715	551.069	374.804	576.709	913.224	660.477	2317.637	2247.083	2305.307	284.685	691.194	2339.103	2198.883	2216.955	2232.587	2262.418	479.344	219.141	2231.762	738.358	2267.593	922.546	393.786	580.729	944.492	2224.405	932.249	2260.739	289.388	344.453	215.549	509.868	541.484	427.982	2250.004	2209.666	
Six_mouse_models433.py	970.65	2377.766	423.772	914.407	419.907	2215.54	911.881	546.588	461.595	423.097	2223.496	372.381	329.25	2404.602	2211.85	2230.798	2230.577	2360.686	2211.455	2237.561	432.378	2237.502	2257.507	2244.063	483.865	666.416	2217.458	476.766	2260.167	2193.647	466.523	2364.978	445.791	981.3	2235.772	432.502	2363.53	2231.224	2207.02	498.27	995.415	2248.149	2269.669	2238.347	664.926	2198.196	407.46	380.011	580.658	468.45	2218.334	479.296	644.425	2228.569	674.445	536.64	2340.353	861.731	2236.482	573.402	2220.366	2357.736	423.032	515.213	2252.902	942.607	538.456	424.889	2208.958	520.542	655.702	2194.454	395.76	2254.118	573.775	480.56	2230.959	2241.803	2286.326	2234.112	2262.046	2253.439	542.745	2261.701	2241.234	541.853	564.017	2302.399	2266.225	475.771	2256.752	2221.442	499.909	2256.638	991.685	639.85	2283.444	2242.563	2218.098	2263.824	2248.965	586.752	460.696	2220.066	2368.801	666.411	2247.707	551.588	524.135	2246.27	2249.354	1052.468	2230.872	2234.445	615.879	929.277	618.52	2210.902	554.168	871.318	2233.26	2290.504	659.369	2396.891	2196.78	560.375	569.944	2214.315	2233.594	1072.174	562.891	0.0	439.62	840.504	542.725	2258.543	533.273	2348.682	2254.0	617.229	546.141	723.378	382.794	2214.055	2283.847	634.166	2286.935	803.707	562.233	2271.508	2259.208	1002.047	685.891	513.168	2229.176	2201.696	487.639	646.894	686.352	2268.36	610.597	2213.856	597.933	2275.491	650.687	492.489	638.611	575.878	967.678	599.058	2328.112	2274.758	2388.652	559.062	681.925	2350.966	2222.105	2233.928	2198.942	2287.017	741.29	597.733	2269.535	671.713	2237.576	918.031	645.959	478.684	868.557	2185.01	1030.682	2242.327	654.524	604.874	588.723	760.096	524.001	649.937	2234.693	2230.668	
Six_mouse_models2596.py	882.521	2334.908	486.808	881.064	388.872	2205.63	822.613	403.966	534.52	320.497	2201.559	365.626	361.126	2358.342	2192.906	2232.78	2226.687	2263.621	2194.058	2223.992	263.276	2240.315	2198.997	2245.243	373.738	513.824	2198.622	392.625	2195.288	2170.967	371.322	2306.452	373.248	822.804	2223.375	443.878	2316.247	2211.641	2184.064	626.147	840.709	2189.224	2224.821	2174.061	514.046	2171.298	469.453	350.698	540.006	404.715	2196.371	496.389	466.97	2203.192	500.926	554.684	2254.64	776.44	2180.249	602.215	2194.445	2294.71	471.768	386.404	2194.043	802.976	435.242	403.734	2180.624	484.981	483.9	2173.632	467.023	2259.638	549.699	375.886	2160.727	2212.236	2235.445	2202.978	2259.991	2238.992	353.336	2250.479	2165.013	397.708	421.896	2265.272	2273.034	433.224	2266.286	2177.11	591.734	2252.844	963.973	447.029	2186.785	2215.595	2200.613	2249.585	2231.998	555.395	513.967	2206.433	2309.899	486.797	2232.971	375.171	555.85	2249.448	2230.077	961.891	2218.996	2218.062	660.322	805.812	531.78	2192.44	573.975	719.911	2204.906	2222.111	375.848	2283.303	2160.207	545.469	432.989	2192.736	2220.17	878.544	599.845	439.62	0.0	901.977	346.023	2259.524	481.228	2263.379	2183.387	603.787	531.545	514.672	406.725	2188.033	2235.057	672.362	2212.217	772.451	587.117	2251.884	2240.783	846.927	582.533	428.692	2204.455	2176.508	489.618	587.614	639.673	2284.969	384.799	2195.443	506.356	2265.767	610.937	340.137	524.138	402.635	912.384	409.571	2245.001	2258.979	2285.353	594.84	481.061	2268.398	2188.491	2210.966	2173.146	2272.192	646.95	605.162	2191.411	559.855	2218.676	781.791	560.712	426.929	726.674	2163.364	1014.65	2223.601	605.914	534.339	559.088	691.003	444.226	553.514	2161.077	2198.685	
Six_mouse_models46861.py	584.958	2254.774	808.785	624.053	857.306	2306.954	528.139	928.181	822.907	860.502	2271.618	851.628	865.328	2254.916	2294.321	2290.586	2310.665	2236.431	2260.889	2311.966	866.79	2286.523	2296.939	2293.33	877.996	915.061	2270.904	850.909	2314.988	2268.897	888.871	2279.729	847.399	742.82	2270.919	864.878	2223.871	2272.265	2256.683	831.345	781.506	2282.852	2317.987	2283.451	938.803	2280.505	827.726	828.651	806.665	881.489	2286.02	839.547	920.735	2311.523	953.932	908.723	2256.713	429.129	2305.045	888.871	2267.901	2238.477	815.481	895.632	2304.554	687.875	892.415	860.622	2305.447	823.088	923.286	2271.383	859.32	2307.618	908.612	826.531	2300.446	2308.422	2330.964	2286.808	2319.298	2312.303	951.192	2309.549	2280.172	886.305	922.166	2345.838	2313.119	807.734	2309.681	2302.368	875.342	2278.272	740.406	935.721	2272.777	2320.727	2279.078	2329.445	2268.899	959.636	812.261	2269.46	2258.483	920.056	2274.348	932.05	913.981	2318.267	2306.511	686.532	2281.084	2256.936	885.833	659.254	949.179	2278.942	888.211	756.149	2283.761	2327.445	986.931	2286.396	2280.195	904.54	927.537	2249.903	2278.635	842.696	879.963	840.504	901.977	0.0	983.561	2288.757	901.749	2242.199	2286.8	885.51	908.013	994.021	940.612	2286.63	2333.874	823.535	2323.204	410.216	886.972	2308.245	2268.928	772.579	935.007	841.784	2281.932	2243.138	857.233	926.059	969.89	2321.665	972.309	2276.276	855.81	2301.014	926.021	900.431	975.62	926.739	731.367	992.973	2222.584	2332.549	2279.833	896.068	982.421	2261.754	2311.299	2316.522	2255.603	2325.521	965.306	876.4	2304.55	1033.598	2280.877	740.344	949.522	924.071	830.706	2231.351	631.338	2269.703	904.001	957.59	917.177	984.693	880.303	988.072	2266.22	2280.337	
Six_mouse_models9475.py	972.022	2288.007	544.953	968.002	503.885	2198.075	926.447	520.63	574.936	311.618	2180.573	338.229	364.205	2320.463	2181.757	2223.745	2235.582	2240.067	2171.758	2212.717	399.814	2236.432	2204.764	2227.587	299.099	611.366	2168.61	285.906	2192.229	2160.834	219.555	2247.912	375.276	861.855	2201.895	471.987	2263.524	2185.045	2167.168	684.06	885.213	2192.464	2239.705	2169.282	607.417	2141.112	512.614	452.204	493.961	276.856	2189.109	473.879	570.303	2191.266	562.848	571.203	2212.903	868.957	2183.522	650.91	2163.526	2241.051	471.341	260.207	2191.752	859.231	316.653	341.567	2170.411	397.964	578.779	2162.617	506.557	2249.252	556.189	444.289	2163.826	2190.604	2236.583	2186.075	2252.256	2234.499	236.75	2232.69	2167.696	288.295	312.623	2274.954	2260.08	400.1	2266.674	2180.883	634.354	2233.065	1053.25	560.977	2179.171	2190.339	2166.971	2242.132	2197.537	480.015	601.196	2176.315	2255.063	543.844	2207.481	328.844	586.358	2245.887	2200.5	1038.469	2192.79	2186.651	715.602	842.55	487.658	2180.012	651.067	816.011	2199.577	2222.018	468.339	2253.408	2143.403	581.441	261.7	2162.119	2196.998	921.386	628.772	542.725	346.023	983.561	0.0	2239.494	524.382	2220.532	2192.84	631.197	498.045	579.092	372.391	2202.078	2238.445	646.843	2208.751	840.782	599.836	2225.973	2206.853	903.078	620.443	364.185	2179.666	2143.621	406.094	514.885	723.405	2285.225	203.902	2168.756	408.68	2244.086	540.637	362.611	546.226	334.46	984.799	143.549	2216.564	2236.776	2255.797	629.675	523.059	2225.562	2168.206	2191.549	2142.549	2241.665	713.57	580.497	2183.629	606.204	2180.875	869.379	515.742	372.441	790.384	2128.218	1094.853	2190.497	584.081	468.603	574.588	735.807	351.909	463.002	2155.288	2159.889	
Six_mouse_models3660.py	2313.388	736.454	2249.057	2321.899	2263.801	368.8	2348.039	2289.684	2264.539	2249.128	369.376	2254.264	2255.242	844.847	406.84	250.801	467.671	933.825	351.238	416.261	2253.973	327.645	549.277	241.299	2249.288	2289.878	346.948	2247.543	588.288	443.439	2243.178	902.497	2238.53	2330.437	304.373	2265.674	751.419	292.45	358.484	2237.32	2318.941	538.044	497.301	618.595	2273.305	564.1	2256.342	2256.517	2265.625	2243.346	436.906	2259.045	2274.413	555.852	2258.489	2281.304	1045.965	2302.615	673.428	2273.281	428.911	919.846	2263.71	2243.092	580.369	2280.572	2236.583	2257.409	613.689	2253.732	2277.437	381.053	2259.03	303.286	2308.179	2250.912	677.423	558.776	529.97	510.989	559.883	516.737	2241.915	424.815	660.331	2223.711	2240.717	613.649	404.575	2248.577	481.839	607.236	2239.859	185.303	2372.231	2259.657	840.509	565.94	430.484	389.761	260.012	2290.352	2273.694	303.229	878.364	2283.158	173.943	2208.653	2265.021	548.929	489.323	2351.764	449.159	316.266	2263.267	2350.468	2302.517	501.133	2278.524	2250.056	472.574	654.209	2268.953	985.797	602.866	2277.332	2217.204	364.413	256.662	2283.759	2267.032	2258.543	2259.524	2288.757	2239.494	0.0	2261.445	997.572	611.532	2287.631	2258.328	2226.236	2252.688	540.158	574.12	2248.469	663.037	2289.571	2269.756	528.426	199.274	2294.316	2287.695	2250.391	471.047	467.471	2258.955	2271.271	2327.648	516.545	2228.684	481.372	2264.616	397.687	2279.546	2253.562	2302.992	2219.702	2360.981	2230.826	910.37	531.221	1030.557	2287.482	2281.913	1008.237	554.299	479.085	590.924	512.721	2317.523	2276.747	691.622	2274.964	297.414	2293.863	2265.389	2253.473	2234.04	530.761	2335.529	283.388	2280.734	2280.369	2283.286	2315.803	2247.022	2276.069	606.642	612.501	
Six_mouse_models35271.py	967.978	2336.296	394.304	980.433	408.101	2212.08	941.725	560.589	412.616	399.753	2207.293	435.483	408.709	2395.985	2195.066	2234.514	2244.996	2298.471	2213.277	2224.498	431.412	2244.044	2228.076	2248.328	422.241	585.825	2209.273	438.71	2226.435	2176.997	462.162	2318.522	435.16	973.926	2227.632	421.925	2323.879	2216.691	2179.895	528.928	1010.82	2214.085	2253.23	2214.414	560.814	2184.71	400.949	438.275	466.948	478.535	2189.54	467.379	605.45	2214.797	636.544	335.735	2286.963	899.472	2219.923	300.983	2202.737	2313.238	485.213	483.593	2223.942	970.278	466.132	428.689	2211.412	497.733	560.247	2172.542	461.803	2249.768	323.138	404.021	2204.553	2165.123	2278.664	2215.355	2221.213	2203.736	510.732	2201.41	2206.098	505.702	400.045	2247.578	2221.114	496.054	2219.045	2205.026	508.04	2252.571	942.616	637.593	2216.124	2172.664	2219.226	2252.114	2235.017	385.716	471.522	2221.687	2302.243	598.258	2238.23	484.539	314.817	2217.767	2193.752	922.505	2228.154	2223.928	358.007	970.406	305.306	2203.209	284.13	846.99	2216.347	2213.23	614.471	2271.078	2178.147	221.163	521.717	2183.766	2225.404	1031.929	330.109	533.273	481.228	901.749	524.382	2261.445	0.0	2276.797	2214.756	300.994	247.489	675.004	540.135	2221.306	2237.309	546.457	2197.982	827.294	249.793	2213.888	2240.658	1021.75	662.94	483.903	2176.514	2171.288	532.228	328.205	543.292	2255.572	537.017	2206.992	534.293	2209.302	357.554	435.825	402.294	416.685	916.912	565.921	2282.02	2214.544	2285.262	239.155	660.119	2295.029	2157.836	2180.645	2177.976	2225.339	535.364	344.41	2185.901	710.98	2230.939	866.181	273.913	530.001	882.397	2169.747	943.51	2236.479	299.757	296.454	311.786	591.16	476.039	330.664	2182.291	2159.155	
