	SHH_INV_models44728.py	SHH_INV_models16521.py	SHH_INV_models29114.py	SHH_INV_models19205.py	SHH_INV_models21231.py	SHH_INV_models41734.py	SHH_INV_models46024.py	SHH_INV_models38317.py	SHH_INV_models4783.py	SHH_INV_models17285.py	SHH_INV_models47949.py	SHH_INV_models9775.py	SHH_INV_models9343.py	SHH_INV_models44527.py	SHH_INV_models27324.py	SHH_INV_models48063.py	SHH_INV_models32989.py	SHH_INV_models12294.py	SHH_INV_models35185.py	SHH_INV_models41236.py	SHH_INV_models49623.py	SHH_INV_models41504.py	SHH_INV_models33250.py	SHH_INV_models11878.py	SHH_INV_models32588.py	SHH_INV_models4738.py	SHH_INV_models10603.py	SHH_INV_models46386.py	SHH_INV_models36367.py	SHH_INV_models31544.py	SHH_INV_models752.py	SHH_INV_models9934.py	SHH_INV_models12136.py	SHH_INV_models303.py	SHH_INV_models31360.py	SHH_INV_models37821.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models7085.py	SHH_INV_models4335.py	SHH_INV_models14218.py	SHH_INV_models7363.py	SHH_INV_models3889.py	SHH_INV_models42182.py	SHH_INV_models5675.py	SHH_INV_models27731.py	SHH_INV_models34635.py	SHH_INV_models11759.py	SHH_INV_models26656.py	SHH_INV_models16997.py	SHH_INV_models34908.py	SHH_INV_models23069.py	SHH_INV_models24075.py	SHH_INV_models1789.py	SHH_INV_models39397.py	SHH_INV_models19979.py	SHH_INV_models18336.py	SHH_INV_models44002.py	SHH_INV_models4565.py	SHH_INV_models33503.py	SHH_INV_models43247.py	SHH_INV_models27753.py	SHH_INV_models407.py	SHH_INV_models31807.py	SHH_INV_models2428.py	SHH_INV_models42632.py	SHH_INV_models23162.py	SHH_INV_models8993.py	SHH_INV_models35750.py	SHH_INV_models28130.py	SHH_INV_models46914.py	SHH_INV_models9435.py	SHH_INV_models30420.py	SHH_INV_models6283.py	SHH_INV_models49486.py	SHH_INV_models34488.py	SHH_INV_models43398.py	SHH_INV_models29109.py	SHH_INV_models15318.py	SHH_INV_models39520.py	SHH_INV_models10717.py	SHH_INV_models853.py	SHH_INV_models48219.py	SHH_INV_models2647.py	SHH_INV_models48908.py	SHH_INV_models368.py	SHH_INV_models9466.py	SHH_INV_models15230.py	SHH_INV_models44068.py	SHH_INV_models43522.py	SHH_INV_models15177.py	SHH_INV_models19031.py	SHH_INV_models39150.py	SHH_INV_models34346.py	SHH_INV_models9432.py	SHH_INV_models20110.py	SHH_INV_models15480.py	SHH_INV_models12007.py	SHH_INV_models34874.py	SHH_INV_models19526.py	SHH_INV_models25486.py	SHH_INV_models44933.py	SHH_INV_models35015.py	SHH_INV_models28526.py	SHH_INV_models13586.py	SHH_INV_models3099.py	SHH_INV_models8262.py	SHH_INV_models31200.py	SHH_INV_models23205.py	SHH_INV_models47621.py	SHH_INV_models22324.py	SHH_INV_models37826.py	SHH_INV_models763.py	SHH_INV_models15545.py	SHH_INV_models14303.py	SHH_INV_models20474.py	SHH_INV_models21021.py	SHH_INV_models29121.py	SHH_INV_models49468.py	SHH_INV_models12977.py	SHH_INV_models7749.py	SHH_INV_models35953.py	SHH_INV_models13243.py	SHH_INV_models34617.py	SHH_INV_models17609.py	SHH_INV_models16734.py	SHH_INV_models48431.py	SHH_INV_models32647.py	SHH_INV_models46709.py	SHH_INV_models41489.py	SHH_INV_models41662.py	SHH_INV_models32470.py	SHH_INV_models49367.py	SHH_INV_models10563.py	SHH_INV_models7413.py	SHH_INV_models43979.py	SHH_INV_models31285.py	SHH_INV_models13852.py	SHH_INV_models13110.py	SHH_INV_models6069.py	SHH_INV_models28719.py	SHH_INV_models46385.py	SHH_INV_models48188.py	SHH_INV_models45646.py	SHH_INV_models24452.py	SHH_INV_models31761.py	SHH_INV_models18693.py	SHH_INV_models8715.py	SHH_INV_models31246.py	SHH_INV_models4864.py	SHH_INV_models8640.py	SHH_INV_models17914.py	SHH_INV_models1242.py	SHH_INV_models29492.py	SHH_INV_models2093.py	SHH_INV_models43953.py	SHH_INV_models5998.py	SHH_INV_models25902.py	SHH_INV_models219.py	SHH_INV_models11501.py	SHH_INV_models16003.py	SHH_INV_models19930.py	SHH_INV_models38269.py	SHH_INV_models45486.py	SHH_INV_models10289.py	SHH_INV_models25286.py	SHH_INV_models14269.py	SHH_INV_models36537.py	SHH_INV_models20421.py	SHH_INV_models29262.py	SHH_INV_models23725.py	SHH_INV_models19816.py	SHH_INV_models10829.py	SHH_INV_models18000.py	SHH_INV_models35002.py	SHH_INV_models12621.py	SHH_INV_models47672.py	SHH_INV_models24874.py	SHH_INV_models41386.py	SHH_INV_models1146.py	SHH_INV_models48988.py	SHH_INV_models28974.py	SHH_INV_models9425.py	SHH_INV_models19215.py	SHH_INV_models8192.py	SHH_INV_models6414.py	SHH_INV_models23766.py	SHH_INV_models40758.py	SHH_INV_models32339.py	SHH_INV_models3097.py	SHH_INV_models23234.py	SHH_INV_models34009.py	SHH_INV_models13349.py	SHH_INV_models36972.py	SHH_INV_models2826.py	SHH_INV_models8594.py	SHH_INV_models35358.py	SHH_INV_models14491.py	SHH_INV_models48061.py	SHH_INV_models44526.py	
SHH_INV_models29121.py	3451.786	2316.248	2317.476	3449.874	3484.577	3457.618	2238.137	2231.416	2358.811	2340.155	3527.799	2322.52	2266.673	2338.182	2203.001	3533.078	2384.09	3544.691	2418.997	3533.529	2468.154	3530.886	3435.251	3370.779	3515.478	2414.36	3574.975	2407.677	2389.896	2437.448	3600.198	3552.095	3496.431	2593.728	2597.919	2566.609	3725.735	3754.992	2614.925	2615.262	515.602	2622.266	450.344	2653.436	2601.642	2654.94	330.633	2612.143	434.726	2581.799	2636.629	399.558	427.241	2616.412	2585.148	2594.864	2652.67	2613.953	2675.585	437.331	2590.29	420.397	2631.769	469.738	421.208	2627.761	2629.989	416.952	2660.168	527.751	2619.039	2683.45	467.344	2670.243	373.756	2598.301	2608.187	2580.37	537.723	322.745	518.517	2608.586	2624.792	2605.359	446.301	2648.67	463.605	356.372	497.947	437.633	430.39	456.234	2583.514	2615.185	2607.875	391.756	497.366	420.078	510.375	2659.68	2603.798	531.329	448.73	2616.648	460.156	2627.494	2666.062	455.204	2584.093	535.535	432.551	522.963	395.781	2629.107	481.736	495.135	2600.416	0.0	337.44	453.806	445.862	453.372	2676.271	2583.005	2573.548	436.943	2670.729	2576.036	395.347	422.347	2619.793	419.47	2645.04	525.394	473.279	291.369	454.031	516.808	2604.576	2636.668	2620.962	2599.235	512.222	2603.491	525.845	2584.948	2645.96	2655.6	487.014	515.867	2592.078	387.869	2597.237	507.634	2672.548	2568.998	2633.414	2616.474	2634.763	433.958	457.233	2615.108	2572.62	2636.004	2614.721	437.331	2605.037	2624.667	456.147	559.203	2604.922	579.325	2564.704	555.176	2604.319	429.667	412.896	2683.856	471.704	2636.796	464.677	2596.871	498.218	2655.453	485.46	530.834	452.23	2599.917	2578.505	2593.852	450.999	2583.191	466.395	442.592	2627.355	520.529	2632.115	2625.16	2560.092	2580.469	
SHH_INV_models49468.py	3471.338	2347.409	2346.424	3460.269	3492.016	3476.739	2264.769	2267.075	2381.842	2377.168	3540.784	2342.245	2280.58	2361.543	2204.29	3554.1	2402.738	3564.18	2379.403	3550.241	2447.256	3557.528	3452.103	3388.37	3543.266	2430.913	3602.569	2442.878	2435.495	2416.806	3623.485	3575.954	3513.557	2541.221	2573.142	2540.36	3743.106	3774.418	2629.214	2615.606	527.528	2640.003	448.87	2666.741	2616.916	2667.62	432.922	2626.781	526.93	2603.451	2647.915	350.111	421.324	2625.94	2598.786	2601.373	2658.929	2616.608	2679.336	436.968	2607.184	476.212	2645.221	539.247	445.482	2634.72	2655.34	358.062	2671.034	615.056	2641.369	2693.643	422.735	2691.285	400.353	2608.954	2623.029	2590.796	643.533	368.683	555.252	2630.028	2651.187	2625.434	425.99	2668.618	605.075	455.518	450.6	508.476	471.203	441.339	2605.805	2617.289	2623.6	516.921	559.832	538.225	549.458	2679.413	2620.441	572.842	426.82	2641.963	484.737	2639.202	2677.758	532.798	2598.348	538.323	457.24	403.187	527.283	2640.45	621.136	403.477	2617.792	337.44	0.0	497.48	464.095	511.513	2691.798	2608.627	2586.067	350.883	2655.365	2603.757	310.732	509.932	2638.388	430.487	2649.797	520.838	531.061	393.283	454.901	444.431	2609.843	2655.331	2634.708	2619.473	510.573	2611.98	642.326	2592.175	2650.754	2667.829	462.427	495.203	2609.751	421.363	2618.848	571.148	2691.169	2595.045	2645.179	2640.894	2650.417	480.967	495.05	2636.152	2595.523	2659.757	2632.216	358.99	2615.472	2639.99	450.004	631.632	2623.324	496.279	2589.125	537.066	2615.637	517.1	373.621	2699.295	539.518	2647.513	497.199	2614.97	511.63	2658.6	386.399	495.366	371.766	2624.06	2588.645	2611.719	359.398	2593.892	489.924	485.681	2638.997	494.339	2647.454	2627.233	2587.242	2582.142	
SHH_INV_models12977.py	3456.703	2326.348	2325.222	3452.382	3479.605	3480.738	2265.95	2256.891	2350.364	2365.901	3531.556	2318.558	2256.918	2359.596	2212.512	3558.029	2362.151	3548.001	2420.236	3555.395	2490.413	3524.99	3427.549	3379.725	3524.507	2381.958	3594.255	2443.052	2404.048	2432.495	3630.182	3574.972	3485.584	2608.733	2643.279	2579.282	3750.6	3784.42	2633.961	2632.335	634.266	2647.589	581.144	2653.039	2628.865	2665.081	512.35	2623.078	496.393	2595.096	2652.135	431.268	500.105	2638.607	2580.23	2608.487	2663.765	2615.14	2690.467	404.206	2602.869	471.75	2633.756	631.402	527.826	2647.821	2640.346	474.723	2669.744	475.661	2619.978	2685.248	537.656	2681.953	525.713	2632.899	2634.263	2585.794	662.063	598.731	610.014	2593.876	2627.368	2624.767	605.148	2664.327	657.349	583.559	550.671	390.047	413.344	455.3	2587.91	2612.102	2619.06	407.776	468.329	629.167	464.37	2679.856	2623.713	653.531	337.067	2632.761	322.727	2665.059	2678.491	470.679	2594.143	574.448	505.702	606.206	548.626	2642.571	533.097	509.34	2617.758	453.806	497.48	0.0	500.148	397.992	2680.155	2580.503	2602.532	538.136	2682.605	2579.569	452.76	396.197	2622.302	449.5	2641.193	685.856	549.235	507.192	432.23	487.349	2616.274	2652.364	2629.492	2606.944	503.519	2635.644	588.53	2606.788	2676.837	2655.491	403.949	393.619	2611.962	353.428	2609.197	473.984	2676.254	2568.656	2669.751	2643.819	2663.63	355.053	480.261	2607.035	2599.05	2643.621	2626.446	562.808	2628.857	2642.56	539.532	457.89	2623.273	541.292	2567.885	652.076	2619.818	570.562	524.216	2694.287	499.073	2634.603	408.152	2626.657	466.805	2653.513	514.692	457.976	475.43	2594.018	2593.545	2605.841	505.922	2620.152	451.67	370.999	2629.03	603.225	2660.632	2657.539	2567.88	2580.991	
SHH_INV_models7749.py	3441.813	2272.606	2264.853	3432.187	3464.612	3464.62	2244.504	2209.722	2305.971	2313.178	3513.587	2294.61	2246.688	2318.21	2161.364	3540.712	2329.877	3540.103	2369.673	3551.588	2422.914	3532.76	3410.799	3349.586	3507.452	2362.214	3590.775	2397.404	2376.222	2365.028	3634.714	3575.09	3489.751	2560.478	2552.331	2503.068	3744.472	3791.113	2611.108	2614.729	477.326	2632.312	386.83	2651.026	2609.462	2644.625	319.708	2609.924	538.494	2590.767	2641.643	419.549	401.444	2618.395	2599.547	2593.562	2649.016	2608.184	2651.261	483.394	2586.81	483.814	2622.334	473.882	415.275	2621.682	2633.836	311.395	2656.911	509.132	2623.854	2662.855	472.861	2659.999	369.308	2604.272	2621.456	2579.695	532.211	516.0	472.054	2613.682	2624.04	2603.546	398.571	2645.851	532.54	424.767	523.454	536.587	458.589	340.312	2585.504	2612.325	2596.977	521.564	452.458	521.975	452.732	2655.735	2603.434	421.14	415.45	2637.982	413.472	2634.628	2660.942	362.508	2588.356	602.12	361.542	449.005	501.597	2620.886	529.912	318.135	2617.636	445.862	464.095	500.148	0.0	527.897	2652.221	2565.135	2585.967	452.051	2650.175	2594.72	354.349	486.549	2619.236	485.976	2622.337	517.081	411.832	437.245	478.38	493.061	2588.168	2635.451	2629.238	2618.532	546.871	2619.278	483.593	2570.09	2658.833	2637.958	485.912	477.046	2588.969	470.951	2588.73	550.75	2655.976	2580.557	2646.42	2629.795	2635.941	462.728	492.446	2615.525	2577.022	2631.402	2600.087	443.949	2596.022	2622.863	403.435	522.896	2606.129	589.127	2590.216	465.565	2597.986	554.11	386.898	2657.053	558.872	2635.896	430.336	2595.928	498.733	2622.998	363.619	477.313	359.256	2599.553	2570.832	2593.642	442.897	2595.898	434.071	415.738	2633.946	382.203	2637.0	2631.661	2567.533	2576.127	
SHH_INV_models35953.py	3461.93	2228.339	2219.448	3456.869	3484.326	3491.408	2152.024	2143.078	2243.112	2239.393	3537.942	2222.656	2171.294	2244.873	2108.992	3561.71	2270.097	3554.858	2320.646	3559.968	2372.288	3532.699	3442.532	3394.312	3529.221	2294.459	3595.678	2314.176	2281.169	2324.238	3629.469	3578.424	3477.96	2492.48	2497.703	2466.863	3757.666	3795.02	2661.211	2657.987	520.055	2665.455	492.555	2665.82	2648.985	2687.797	481.377	2649.988	402.725	2609.124	2676.342	507.837	567.715	2662.146	2612.394	2632.57	2680.094	2645.978	2700.394	342.225	2637.397	442.688	2666.765	589.78	435.958	2665.775	2654.764	503.988	2686.18	457.125	2640.701	2704.883	430.541	2705.644	529.339	2649.896	2650.084	2631.388	546.975	534.447	450.483	2628.362	2655.863	2645.713	553.447	2682.213	572.468	512.408	494.392	447.076	437.535	496.199	2626.298	2631.907	2643.616	497.664	487.079	563.021	577.559	2690.826	2659.126	463.165	440.878	2648.2	464.256	2672.089	2709.888	480.143	2623.246	461.7	575.976	571.877	524.197	2660.232	590.263	512.549	2641.933	453.372	511.513	397.992	527.897	0.0	2703.558	2609.332	2616.168	528.118	2686.372	2610.462	484.292	484.39	2644.261	511.797	2653.927	585.534	582.907	537.093	461.815	496.443	2644.743	2669.501	2664.075	2624.375	504.727	2649.081	574.495	2629.639	2686.84	2690.356	469.098	493.956	2627.556	433.336	2634.545	384.111	2699.146	2601.931	2680.927	2655.12	2684.023	475.016	504.892	2634.92	2620.803	2672.289	2646.39	511.861	2650.036	2665.085	513.11	487.768	2644.149	528.035	2600.798	557.239	2654.122	453.063	526.469	2714.141	544.846	2654.185	398.744	2645.974	412.734	2679.682	570.028	472.888	515.17	2632.667	2618.009	2637.602	544.398	2631.786	502.342	458.887	2646.641	538.333	2680.7	2669.466	2592.268	2622.896	
SHH_INV_models13243.py	2163.858	3527.875	3541.108	2173.988	2173.399	2287.238	3479.745	3456.865	3598.892	3561.64	2238.762	3478.31	3462.463	3564.004	3430.269	2307.78	3617.822	2243.768	3535.691	2401.308	3604.173	2263.505	2191.19	2065.172	2293.57	3621.557	2364.314	3589.879	3595.008	3610.141	2493.039	2397.357	2369.498	3762.346	3701.889	3714.95	2595.02	2611.508	597.962	543.28	2701.093	496.605	2676.105	554.058	604.058	435.803	2684.629	565.097	2664.549	580.316	565.997	2690.367	2704.492	572.25	683.617	553.757	353.121	495.554	555.752	2697.409	544.324	2708.676	517.916	2692.897	2701.724	552.373	497.831	2672.826	431.465	2677.034	578.456	432.922	2693.406	538.467	2681.63	750.832	593.818	494.32	2732.128	2695.834	2705.59	547.167	606.508	657.327	2686.161	572.952	2705.82	2706.321	2685.296	2663.244	2644.834	2699.285	569.033	564.038	396.279	2671.201	2736.787	2693.18	2714.247	489.888	601.798	2708.987	2687.766	704.562	2669.925	633.314	722.301	2684.291	603.761	2673.063	2708.485	2686.951	2720.811	565.325	2724.816	2696.951	705.918	2676.271	2691.798	2680.155	2652.221	2703.558	0.0	594.614	713.51	2729.436	582.679	716.286	2687.063	2640.74	622.096	2670.545	587.677	2649.115	2678.85	2667.402	2705.036	2705.037	683.405	607.568	488.815	645.293	2739.17	637.419	2692.462	628.552	499.655	482.62	2705.12	2693.221	543.035	2656.594	486.662	2772.041	500.137	711.952	936.172	665.186	693.587	2695.492	2663.321	624.929	589.324	413.284	581.163	2721.132	782.84	625.072	2646.613	2686.947	590.915	2715.605	664.436	2689.734	625.189	2689.191	2676.048	397.67	2766.239	718.624	2666.455	656.228	2734.45	478.241	2692.491	2698.56	2658.508	675.25	602.093	606.725	2694.033	678.669	2706.618	2679.722	704.116	2706.752	641.595	928.605	715.295	510.821	
SHH_INV_models34617.py	2216.894	3466.708	3491.957	2194.222	2265.78	2272.938	3451.856	3415.455	3518.018	3514.661	2318.921	3438.923	3430.448	3528.836	3378.009	2334.139	3546.646	2314.593	3496.428	2392.477	3548.796	2326.197	2210.332	2089.081	2348.088	3531.415	2404.777	3537.235	3520.573	3539.902	2489.363	2431.111	2387.747	3677.1	3631.327	3640.315	2643.243	2695.313	394.056	495.469	2610.121	512.864	2576.867	409.551	511.427	525.083	2601.359	434.781	2569.749	370.396	555.345	2600.351	2609.201	458.453	389.791	484.011	607.34	513.694	499.065	2592.09	469.628	2646.136	514.876	2602.584	2617.834	500.393	462.709	2587.202	546.061	2550.366	387.393	594.924	2630.22	573.759	2599.4	511.288	521.775	527.405	2631.337	2616.34	2602.654	433.498	304.818	460.411	2573.656	516.141	2627.838	2599.495	2594.926	2547.766	2553.131	2610.764	530.344	461.999	513.091	2556.677	2663.895	2623.948	2627.475	559.275	465.285	2632.041	2583.465	456.745	2556.91	585.95	634.624	2610.175	507.575	2577.736	2603.813	2590.702	2645.338	433.195	2644.76	2601.449	490.375	2583.005	2608.627	2580.503	2565.135	2609.332	594.614	0.0	570.662	2641.094	631.699	428.659	2603.562	2530.37	350.3	2604.807	476.167	2560.061	2579.928	2580.894	2581.692	2631.996	451.931	459.622	599.242	443.577	2640.128	517.395	2600.278	422.565	627.958	551.374	2623.162	2568.693	434.882	2554.606	459.898	2658.488	601.357	409.479	669.577	585.809	557.614	2585.531	2543.02	373.141	460.518	577.928	435.781	2626.969	525.115	478.677	2568.458	2601.238	513.913	2605.126	445.854	2590.414	469.233	2621.074	2581.664	634.806	2666.924	408.799	2558.594	517.824	2608.523	562.752	2604.517	2639.891	2573.19	423.784	420.251	484.035	2628.742	527.492	2588.757	2576.139	504.07	2623.372	543.521	681.571	369.826	573.993	
SHH_INV_models17609.py	2233.858	3505.519	3520.311	2220.621	2270.506	2262.27	3441.684	3428.65	3548.832	3527.506	2325.82	3461.868	3437.641	3537.597	3392.061	2311.728	3579.881	2324.155	3473.933	2344.142	3543.717	2376.351	2267.903	2120.473	2350.799	3583.643	2366.178	3558.828	3556.632	3550.012	2437.91	2367.851	2425.606	3650.119	3619.147	3652.592	2585.347	2615.607	486.437	377.402	2625.898	462.564	2580.332	628.409	364.897	600.061	2602.24	474.856	2581.105	467.285	406.042	2592.28	2631.923	364.135	552.023	396.308	572.143	494.49	632.786	2586.142	462.177	2635.006	524.553	2633.029	2628.162	478.519	614.802	2603.085	589.541	2585.108	555.813	614.798	2611.231	664.313	2603.505	393.468	362.783	512.331	2638.387	2587.225	2594.411	591.91	653.412	468.88	2590.308	510.467	2639.641	2603.541	2562.533	2570.745	2574.997	2614.518	495.428	543.353	462.46	2576.3	2674.75	2627.83	2653.152	614.964	468.863	2622.207	2603.089	540.274	2585.276	393.207	673.216	2635.848	366.129	2575.8	2636.281	2599.353	2637.702	483.494	2664.313	2605.989	493.835	2573.548	2586.067	2602.532	2585.967	2616.168	713.51	570.662	0.0	2605.97	651.556	527.298	2586.817	2566.958	617.477	2584.699	574.844	2557.884	2600.818	2567.431	2605.289	2632.124	508.967	499.812	478.483	528.312	2631.216	372.119	2644.303	463.969	522.281	702.098	2611.959	2590.507	385.694	2580.991	508.129	2667.574	653.967	507.336	556.803	486.561	576.127	2613.442	2589.688	504.683	386.221	666.912	423.317	2618.205	449.964	484.1	2584.418	2649.6	478.541	2597.837	520.507	2614.878	454.196	2611.593	2580.999	699.52	2668.837	519.854	2586.252	388.802	2635.758	675.73	2621.214	2640.8	2568.492	581.651	432.063	481.393	2618.855	356.587	2620.863	2609.092	491.976	2628.613	487.67	545.789	486.251	523.175	
SHH_INV_models16734.py	3499.396	2325.939	2300.081	3489.401	3517.724	3513.893	2237.754	2240.572	2338.844	2332.069	3569.161	2324.378	2267.762	2323.754	2190.567	3588.784	2356.948	3604.185	2335.588	3586.078	2394.575	3596.744	3477.874	3411.418	3566.015	2402.529	3642.067	2412.035	2405.058	2357.857	3668.954	3610.056	3525.178	2490.131	2506.69	2483.988	3784.16	3823.016	2675.601	2656.936	565.052	2679.292	428.742	2712.828	2656.603	2714.489	399.948	2667.831	595.506	2634.883	2687.849	428.301	511.963	2663.02	2649.801	2638.191	2700.654	2653.91	2719.468	450.533	2649.455	493.26	2684.79	619.554	487.546	2667.316	2693.86	390.34	2719.548	653.221	2674.215	2725.296	465.791	2731.183	493.299	2642.421	2659.713	2634.637	642.389	484.22	516.345	2670.267	2695.404	2666.06	481.939	2709.323	626.978	455.417	474.84	553.159	497.506	440.851	2643.8	2655.147	2654.154	543.918	564.921	581.127	563.81	2719.639	2660.051	515.207	448.034	2681.894	469.607	2670.047	2728.877	532.803	2631.088	552.588	472.983	449.693	556.917	2679.188	629.247	384.055	2655.215	436.943	350.883	538.136	452.051	528.118	2729.436	2641.094	2605.97	0.0	2696.415	2641.478	261.749	564.875	2681.498	473.451	2673.112	525.197	572.954	449.965	475.615	503.455	2641.497	2698.304	2671.813	2664.355	556.406	2647.93	664.265	2625.289	2689.283	2711.61	477.351	504.887	2641.243	484.497	2653.335	516.503	2728.251	2632.005	2684.101	2680.721	2701.237	490.463	554.233	2662.464	2628.4	2704.931	2661.436	358.614	2647.446	2678.354	449.639	639.477	2661.989	443.795	2636.95	540.186	2650.386	541.976	399.194	2734.078	558.066	2689.084	470.924	2640.797	518.609	2692.426	425.004	529.875	379.999	2659.232	2626.475	2649.597	355.454	2630.296	505.102	479.162	2667.754	442.261	2691.263	2667.366	2622.939	2628.851	
SHH_INV_models48431.py	2201.618	3526.43	3540.44	2161.467	2204.082	2315.574	3477.398	3448.383	3572.63	3552.924	2284.833	3467.663	3459.355	3550.424	3409.587	2356.339	3594.194	2281.041	3487.462	2415.855	3544.995	2347.815	2201.078	2102.792	2361.551	3596.014	2428.091	3574.923	3571.486	3552.818	2520.223	2441.851	2376.392	3663.217	3613.912	3648.384	2667.86	2687.098	592.928	532.887	2687.746	536.186	2648.737	527.711	691.794	468.073	2685.598	486.547	2663.582	618.761	633.472	2665.219	2694.28	534.184	683.722	470.794	435.535	440.099	412.607	2678.943	611.689	2708.26	549.761	2697.86	2692.704	477.034	524.988	2648.331	429.375	2660.217	554.366	460.81	2675.212	542.767	2685.983	676.794	546.606	640.014	2723.553	2685.085	2675.233	648.678	669.183	595.633	2660.659	514.658	2728.551	2685.356	2657.219	2642.381	2645.225	2692.549	643.467	540.373	590.541	2667.101	2744.994	2711.761	2722.307	443.31	721.998	2700.775	2673.055	646.113	2670.771	527.075	751.333	2694.355	621.078	2652.356	2692.815	2646.221	2736.242	518.25	2744.305	2664.791	714.927	2670.729	2655.365	2682.605	2650.175	2686.372	582.679	631.699	651.556	2696.415	0.0	750.933	2660.809	2635.331	581.733	2676.443	495.996	2619.113	2665.069	2670.234	2678.431	2684.17	603.31	597.484	645.807	646.622	2723.783	550.488	2707.46	592.259	488.661	512.531	2699.111	2673.084	569.013	2635.01	529.48	2751.592	570.3	736.232	797.328	687.596	641.576	2684.583	2645.677	630.465	614.094	550.506	594.237	2677.057	676.383	642.819	2633.492	2682.353	582.265	2665.058	690.242	2673.97	629.9	2681.719	2656.014	533.925	2760.757	646.54	2649.615	614.64	2706.622	430.277	2678.857	2695.077	2628.59	692.472	622.872	613.484	2687.849	618.532	2691.177	2681.974	661.112	2679.097	632.23	796.748	696.749	597.627	
SHH_INV_models32647.py	2250.656	3504.986	3532.975	2254.189	2318.931	2295.642	3463.441	3428.97	3558.539	3552.299	2357.894	3463.644	3446.124	3559.407	3404.529	2327.804	3586.668	2330.372	3515.67	2356.431	3575.759	2347.349	2283.376	2150.453	2382.741	3582.349	2369.198	3581.91	3554.151	3577.462	2436.295	2399.943	2437.835	3692.832	3662.71	3688.897	2606.624	2635.761	442.267	535.473	2638.101	481.104	2586.449	497.038	476.261	638.163	2612.555	515.168	2574.65	367.011	529.32	2592.216	2626.05	434.863	361.391	463.504	635.406	504.957	695.713	2587.433	477.242	2648.677	511.914	2628.511	2640.083	529.337	537.591	2606.9	599.354	2552.443	422.82	635.55	2624.29	621.687	2614.06	499.786	501.194	556.25	2647.84	2608.394	2617.301	417.821	424.087	482.721	2601.475	525.611	2649.723	2613.224	2592.424	2554.149	2567.081	2622.173	451.187	541.928	577.638	2561.649	2665.946	2634.131	2648.985	614.217	460.847	2651.479	2592.026	405.821	2573.362	557.331	709.626	2626.815	433.643	2576.439	2625.095	2605.255	2647.185	495.006	2640.146	2621.023	434.903	2576.036	2603.757	2579.569	2594.72	2610.462	716.286	428.659	527.298	2641.478	750.933	0.0	2607.046	2535.914	445.604	2590.931	606.461	2585.233	2595.745	2590.358	2596.499	2635.985	548.657	493.004	555.321	378.301	2639.831	520.266	2628.411	563.798	636.28	656.666	2616.836	2591.021	458.876	2557.514	500.812	2665.109	657.288	295.663	566.748	446.792	576.738	2596.333	2559.212	394.618	449.884	606.604	494.614	2637.819	565.254	456.229	2586.911	2617.633	456.619	2604.212	328.108	2626.724	458.918	2620.19	2602.416	714.813	2660.239	411.834	2583.357	541.332	2626.232	715.049	2632.156	2646.654	2580.647	388.923	507.949	460.328	2646.939	494.169	2614.064	2592.897	428.604	2646.266	533.6	656.156	406.966	583.309	
SHH_INV_models46709.py	3472.911	2320.035	2302.333	3462.769	3491.668	3492.704	2243.558	2229.921	2333.575	2338.25	3544.535	2319.865	2267.54	2328.407	2188.825	3567.418	2353.809	3572.552	2363.416	3565.578	2424.056	3563.63	3447.783	3386.447	3543.091	2398.745	3613.021	2418.912	2398.933	2375.344	3645.907	3592.861	3507.027	2524.487	2539.634	2511.141	3763.346	3800.63	2638.355	2626.795	527.233	2645.339	410.948	2674.504	2626.543	2676.115	353.199	2631.562	565.307	2607.323	2657.084	327.936	445.574	2631.611	2614.582	2605.37	2662.589	2616.851	2684.419	435.093	2613.484	443.601	2640.31	565.436	439.378	2635.543	2657.298	277.339	2680.091	573.826	2639.514	2684.428	413.698	2688.625	448.851	2616.499	2631.876	2598.655	601.783	465.509	477.735	2630.67	2653.194	2630.034	426.027	2671.208	599.93	420.897	453.635	488.827	467.895	340.738	2601.598	2621.111	2620.377	517.525	478.808	548.052	498.025	2680.262	2627.339	475.58	392.178	2646.348	404.481	2643.457	2692.049	426.202	2598.18	560.151	388.091	411.56	520.749	2642.925	544.167	295.289	2626.168	395.347	310.732	452.76	354.349	484.292	2687.063	2603.562	2586.817	261.749	2660.809	2607.046	0.0	482.083	2643.126	420.223	2642.859	540.609	492.702	425.116	447.742	434.329	2611.017	2658.362	2637.974	2628.471	512.109	2622.648	591.041	2595.228	2657.24	2667.67	406.788	438.999	2608.325	405.498	2614.264	509.01	2685.491	2596.853	2652.499	2644.503	2667.747	441.917	499.526	2627.527	2596.359	2660.142	2624.027	320.12	2618.602	2639.525	379.015	548.385	2624.61	473.528	2598.534	497.407	2618.451	508.459	381.512	2693.354	520.926	2652.46	419.32	2615.442	476.488	2651.231	351.631	455.736	293.293	2622.787	2594.482	2610.997	323.786	2603.815	433.372	430.626	2638.543	401.299	2655.014	2643.204	2590.66	2590.293	
