	Six_zebra_models19141.py	Six_zebra_models30685.py	Six_zebra_models31521.py	Six_zebra_models5357.py	Six_zebra_models21964.py	Six_zebra_models33077.py	Six_zebra_models13971.py	Six_zebra_models31450.py	Six_zebra_models30077.py	Six_zebra_models40097.py	Six_zebra_models6232.py	Six_zebra_models11675.py	Six_zebra_models9809.py	Six_zebra_models16815.py	Six_zebra_models31407.py	Six_zebra_models31012.py	Six_zebra_models23934.py	Six_zebra_models32367.py	Six_zebra_models29975.py	Six_zebra_models41766.py	Six_zebra_models45108.py	Six_zebra_models10562.py	Six_zebra_models40274.py	Six_zebra_models20989.py	Six_zebra_models48603.py	Six_zebra_models18520.py	Six_zebra_models28610.py	Six_zebra_models6742.py	Six_zebra_models6845.py	Six_zebra_models44976.py	Six_zebra_models26549.py	Six_zebra_models15390.py	Six_zebra_models41230.py	Six_zebra_models13986.py	Six_zebra_models9343.py	Six_zebra_models32843.py	Six_zebra_models17723.py	Six_zebra_models48110.py	Six_zebra_models7301.py	Six_zebra_models8148.py	Six_zebra_models45514.py	Six_zebra_models6070.py	Six_zebra_models18265.py	Six_zebra_models3208.py	Six_zebra_models31570.py	Six_zebra_models26789.py	Six_zebra_models11849.py	Six_zebra_models26054.py	Six_zebra_models24118.py	Six_zebra_models8646.py	Six_zebra_models42748.py	Six_zebra_models19011.py	Six_zebra_models49458.py	Six_zebra_models47696.py	Six_zebra_models26526.py	Six_zebra_models48658.py	Six_zebra_models24181.py	Six_zebra_models39759.py	Six_zebra_models5087.py	Six_zebra_models8371.py	Six_zebra_models35233.py	Six_zebra_models6913.py	Six_zebra_models38315.py	Six_zebra_models40040.py	Six_zebra_models13643.py	Six_zebra_models43329.py	Six_zebra_models17323.py	Six_zebra_models48117.py	Six_zebra_models27030.py	Six_zebra_models7326.py	Six_zebra_models29145.py	Six_zebra_models6022.py	Six_zebra_models12459.py	Six_zebra_models30406.py	Six_zebra_models23632.py	Six_zebra_models47209.py	Six_zebra_models33241.py	Six_zebra_models49742.py	Six_zebra_models7675.py	Six_zebra_models33593.py	Six_zebra_models31239.py	Six_zebra_models41213.py	Six_zebra_models32405.py	Six_zebra_models19570.py	Six_zebra_models31567.py	Six_zebra_models32794.py	Six_zebra_models38753.py	Six_zebra_models70.py	Six_zebra_models39147.py	Six_zebra_models14045.py	Six_zebra_models40466.py	Six_zebra_models44165.py	Six_zebra_models44419.py	Six_zebra_models42684.py	Six_zebra_models47909.py	Six_zebra_models42582.py	Six_zebra_models7070.py	Six_zebra_models42418.py	Six_zebra_models30110.py	Six_zebra_models36599.py	Six_zebra_models41366.py	Six_zebra_models22688.py	Six_zebra_models8758.py	Six_zebra_models33742.py	Six_zebra_models13458.py	Six_zebra_models44763.py	Six_zebra_models44.py	Six_zebra_models39827.py	Six_zebra_models24276.py	Six_zebra_models34481.py	Six_zebra_models37407.py	Six_zebra_models48782.py	Six_zebra_models1567.py	Six_zebra_models35444.py	Six_zebra_models27943.py	Six_zebra_models688.py	Six_zebra_models49070.py	Six_zebra_models32355.py	Six_zebra_models17665.py	Six_zebra_models44006.py	Six_zebra_models45283.py	Six_zebra_models7937.py	Six_zebra_models46895.py	Six_zebra_models8788.py	Six_zebra_models34065.py	Six_zebra_models7436.py	Six_zebra_models16607.py	Six_zebra_models24449.py	Six_zebra_models44732.py	Six_zebra_models49145.py	Six_zebra_models43232.py	Six_zebra_models43305.py	Six_zebra_models27294.py	Six_zebra_models41696.py	Six_zebra_models19050.py	Six_zebra_models48514.py	Six_zebra_models12356.py	Six_zebra_models28341.py	Six_zebra_models39576.py	Six_zebra_models44714.py	Six_zebra_models814.py	Six_zebra_models11123.py	Six_zebra_models46800.py	Six_zebra_models44457.py	Six_zebra_models43140.py	Six_zebra_models23020.py	Six_zebra_models39091.py	Six_zebra_models36304.py	Six_zebra_models20028.py	Six_zebra_models49576.py	Six_zebra_models44432.py	Six_zebra_models10386.py	Six_zebra_models13485.py	Six_zebra_models28596.py	Six_zebra_models40470.py	Six_zebra_models45725.py	Six_zebra_models29901.py	Six_zebra_models46815.py	Six_zebra_models1011.py	Six_zebra_models30383.py	Six_zebra_models11801.py	Six_zebra_models25374.py	Six_zebra_models49388.py	Six_zebra_models30473.py	Six_zebra_models41232.py	Six_zebra_models30001.py	Six_zebra_models9215.py	Six_zebra_models26211.py	Six_zebra_models2299.py	Six_zebra_models17787.py	Six_zebra_models48389.py	Six_zebra_models19111.py	Six_zebra_models557.py	Six_zebra_models41516.py	Six_zebra_models19885.py	Six_zebra_models16368.py	Six_zebra_models43332.py	Six_zebra_models17743.py	Six_zebra_models20594.py	Six_zebra_models16120.py	Six_zebra_models21838.py	Six_zebra_models45198.py	Six_zebra_models9786.py	Six_zebra_models23434.py	Six_zebra_models23904.py	Six_zebra_models5319.py	Six_zebra_models19053.py	Six_zebra_models10463.py	Six_zebra_models15851.py	Six_zebra_models36984.py	Six_zebra_models861.py	Six_zebra_models23773.py	Six_zebra_models44090.py	Six_zebra_models10552.py	Six_zebra_models49499.py	Six_zebra_models13808.py	Six_zebra_models45324.py	Six_zebra_models48085.py	Six_zebra_models42190.py	Six_zebra_models23114.py	
Six_zebra_models42418.py	3924.833	2724.276	2648.098	3855.357	2719.983	2736.809	3974.748	3808.548	2828.543	3781.213	702.927	2805.205	4233.855	457.334	2966.27	4302.136	4463.51	666.258	4366.308	624.873	4303.834	4512.047	4482.573	691.076	685.609	4564.133	956.663	4206.7	4582.937	916.602	822.136	709.078	756.906	370.951	4360.686	4223.934	849.044	4646.13	4550.879	4558.347	534.194	4476.636	3745.32	907.381	426.127	579.001	4474.324	4574.762	4371.741	4263.183	467.309	882.301	4619.341	4499.243	798.685	4432.135	694.755	783.141	772.052	697.203	4421.121	4281.059	437.935	831.916	4310.178	4228.664	4344.845	625.901	4378.661	4549.944	910.06	791.305	957.113	384.721	946.899	4462.67	4306.589	4545.353	860.164	424.577	275.342	566.28	800.182	617.085	4251.397	688.097	469.985	354.924	610.133	4543.636	461.015	4286.026	653.488	558.004	4478.597	461.462	4271.959	0.0	913.392	4653.671	442.959	4495.682	793.972	4364.232	533.184	693.415	4377.848	929.712	371.571	4539.851	4529.666	948.807	547.327	4630.405	4666.974	807.684	570.53	4251.275	526.095	472.983	614.34	579.973	4340.893	567.057	4407.402	568.265	4144.652	4556.449	566.433	4543.451	4622.791	384.407	597.707	4588.415	4278.095	538.321	612.061	504.4	4247.451	4465.47	557.019	4570.138	881.948	4459.602	4368.7	4438.052	792.169	4388.231	4542.087	513.119	731.924	303.439	583.877	635.876	453.366	358.305	4466.11	653.542	444.695	554.088	271.515	730.364	501.969	4367.398	4404.633	421.08	427.428	4267.019	4370.77	4277.546	4503.126	4507.201	4603.566	4625.771	4613.195	4659.152	431.773	615.043	4627.726	559.904	4326.118	276.408	566.85	567.988	957.374	931.743	4529.28	4299.902	477.528	4504.565	842.5	225.813	314.482	792.588	4448.816	4472.255	786.11	4393.019	659.464	4611.358	
Six_zebra_models30110.py	4168.895	2829.222	2787.236	4103.654	2815.624	2835.47	4203.792	4069.626	2965.42	4012.928	611.658	2957.819	4549.917	840.961	3100.29	4598.388	4780.634	714.845	4679.236	913.545	4612.182	4793.62	4805.603	437.228	944.727	4841.34	630.137	4485.667	4836.843	324.306	652.995	640.996	544.526	1021.538	4575.719	4531.311	428.982	4885.125	4767.19	4791.8	602.1	4721.102	3980.209	306.566	728.059	752.529	4767.163	4810.536	4695.904	4553.138	891.007	358.743	4856.82	4796.347	1263.477	4737.975	424.126	477.18	472.938	402.911	4712.79	4587.048	1013.682	310.475	4624.026	4532.876	4671.893	503.438	4666.439	4790.556	416.768	357.284	572.235	990.483	293.342	4781.22	4603.011	4792.223	848.574	819.744	904.813	629.988	349.142	603.957	4515.732	445.519	820.145	912.003	540.614	4840.812	862.818	4541.827	815.333	860.7	4730.812	946.059	4526.908	913.392	0.0	4885.695	944.97	4806.157	269.036	4634.903	557.499	618.405	4670.838	398.413	950.776	4755.095	4810.397	199.185	804.247	4864.274	4917.224	388.229	870.3	4556.451	522.747	644.559	510.217	583.338	4642.96	870.635	4725.181	976.698	4454.79	4848.878	546.21	4841.273	4875.538	831.822	651.531	4814.456	4577.323	644.931	636.35	1034.078	4543.685	4767.31	543.553	4819.946	300.723	4691.379	4690.667	4744.622	376.264	4694.414	4759.805	912.0	285.818	904.625	853.861	637.383	593.909	927.207	4748.954	944.351	566.636	1028.92	916.006	303.686	966.994	4666.111	4636.22	936.935	749.341	4563.298	4669.384	4572.466	4817.426	4807.151	4837.811	4855.17	4833.435	4886.158	737.504	608.443	4875.531	682.691	4581.399	972.281	538.685	537.871	459.87	519.004	4743.971	4594.761	632.886	4818.677	508.52	926.95	787.727	399.657	4749.082	4805.437	392.283	4678.855	480.091	4866.844	
Six_zebra_models36599.py	2774.482	4072.493	4104.009	2840.772	4095.031	4165.22	2855.608	2944.994	4032.813	2896.684	4731.956	3963.577	1029.497	4730.193	4028.259	849.113	683.73	4776.206	804.497	4616.728	986.351	462.565	691.917	4753.834	4719.593	418.429	4683.839	950.189	362.352	4800.625	4778.646	4858.9	4805.431	4700.436	613.746	957.208	4850.23	392.014	327.611	537.863	4805.875	431.423	3045.242	4817.782	4771.914	4854.371	636.019	265.826	885.742	939.843	4731.957	4890.17	239.573	655.706	4449.969	711.356	4807.885	4939.719	4890.904	4867.82	653.784	927.063	4568.498	4888.474	941.291	997.659	895.117	4804.957	793.965	282.783	4873.387	4872.187	4927.178	4725.288	4897.031	686.017	908.026	454.582	4683.664	4737.952	4683.039	4825.603	4805.56	4653.269	938.493	4865.912	4755.596	4520.836	4865.025	500.374	4652.709	837.646	4794.006	4749.057	578.338	4769.485	830.139	4653.671	4885.695	0.0	4698.786	755.157	4863.082	784.283	4840.932	4865.856	866.401	4903.214	4588.39	380.915	511.876	4919.081	4691.688	286.782	254.032	4940.703	4792.42	970.752	4860.205	4659.221	4709.013	4876.383	925.614	4740.22	895.94	4781.284	1074.351	495.869	4867.805	579.159	343.588	4705.328	4706.687	296.583	1043.974	4884.989	4932.908	4644.477	988.561	796.049	4793.34	333.881	4913.74	610.868	969.73	706.505	4940.887	913.688	403.81	4795.122	4875.226	4721.269	4568.982	4915.372	4825.856	4565.164	681.083	4774.941	4797.559	4669.389	4768.485	4828.835	4780.852	940.688	554.356	4742.379	4820.417	1078.327	882.452	917.859	763.64	601.681	295.818	277.925	256.259	511.736	4889.701	4805.12	385.498	4842.004	807.818	4676.419	4833.484	4878.425	4931.201	4902.64	461.385	927.418	4691.371	703.649	4765.811	4698.27	4788.905	4925.468	802.763	892.646	4900.174	850.518	4931.903	293.448	
Six_zebra_models41366.py	4009.563	2687.648	2644.41	3927.883	2717.871	2728.644	4055.776	3874.241	2820.392	3845.021	817.424	2820.798	4268.513	488.218	2963.394	4339.545	4495.979	575.015	4398.556	767.141	4350.722	4542.006	4518.328	804.42	430.627	4596.512	1081.711	4242.32	4624.824	878.988	777.077	567.766	794.558	258.92	4399.232	4262.243	871.735	4685.277	4586.244	4580.506	648.526	4513.752	3793.984	926.576	319.247	552.372	4522.346	4615.963	4404.86	4303.514	168.39	917.578	4661.411	4517.851	702.668	4456.014	814.173	740.429	664.966	713.423	4462.367	4317.897	296.618	857.549	4349.832	4263.002	4374.94	592.746	4427.03	4588.255	880.863	782.151	862.355	226.187	888.984	4495.408	4346.118	4571.797	950.977	290.937	373.398	586.743	757.41	668.032	4291.066	636.091	298.204	578.047	719.342	4583.054	583.258	4330.513	420.329	296.278	4498.46	248.007	4311.804	442.959	944.97	4698.786	0.0	4519.45	897.135	4412.018	521.443	703.976	4427.042	990.237	348.977	4588.339	4560.494	909.359	339.089	4664.17	4701.244	833.187	388.568	4287.747	575.254	589.321	659.863	521.913	4377.73	328.451	4442.352	306.545	4180.008	4602.641	602.333	4574.757	4657.29	373.0	557.039	4636.181	4321.637	511.129	541.58	361.281	4286.917	4514.088	664.062	4603.128	890.244	4516.811	4404.017	4476.058	741.461	4433.85	4592.888	247.48	741.753	367.982	629.104	616.083	585.413	579.952	4509.665	325.693	565.306	261.628	383.837	840.774	232.362	4413.218	4453.326	292.283	374.534	4304.643	4415.133	4321.277	4544.608	4548.07	4652.804	4662.994	4659.18	4686.915	480.661	494.558	4660.075	576.945	4375.176	322.952	661.346	605.266	931.892	866.604	4582.324	4341.311	512.803	4541.599	1029.228	399.339	554.325	798.472	4494.817	4508.766	728.998	4440.174	680.777	4656.167	
Six_zebra_models22688.py	2479.868	4062.406	4093.214	2534.361	4097.564	4160.175	2575.584	2612.627	4040.369	2586.489	4617.054	3973.752	682.427	4568.389	4040.652	694.982	430.673	4642.068	612.971	4482.838	723.995	483.29	465.63	4668.803	4560.079	489.653	4613.572	740.086	618.943	4717.464	4648.828	4712.661	4686.538	4520.566	818.542	748.21	4742.406	613.555	733.038	639.382	4671.153	601.315	2708.462	4736.164	4615.407	4703.135	575.865	638.481	720.103	832.084	4560.938	4794.483	676.487	330.66	4279.951	556.494	4699.58	4810.913	4764.428	4745.306	668.226	813.18	4399.883	4785.979	800.201	832.037	600.393	4676.808	767.601	644.895	4769.091	4766.397	4809.198	4547.192	4802.271	582.997	849.924	625.084	4571.665	4571.977	4511.572	4682.69	4712.153	4557.51	838.316	4742.207	4598.357	4389.184	4733.456	522.274	4497.555	929.74	4636.951	4592.189	622.792	4592.666	804.144	4495.682	4806.157	755.157	4519.45	0.0	4771.739	879.705	4713.976	4727.941	854.433	4813.632	4427.732	902.41	566.912	4828.404	4544.208	721.858	682.964	4827.616	4630.451	885.217	4734.226	4542.639	4610.023	4732.273	881.651	4580.693	806.419	4607.093	866.486	580.744	4740.721	617.117	708.078	4556.094	4595.306	854.504	869.037	4729.97	4779.469	4465.968	944.814	761.674	4677.156	721.402	4822.698	929.779	884.391	734.088	4819.089	897.675	915.41	4613.666	4766.376	4558.774	4454.539	4773.224	4687.24	4410.807	864.118	4599.764	4668.175	4491.978	4599.312	4741.103	4605.633	879.835	886.638	4578.468	4668.302	822.823	907.135	917.223	805.054	712.787	833.237	760.79	866.269	679.149	4731.883	4671.821	764.102	4696.338	959.085	4499.342	4719.49	4738.06	4830.315	4788.833	938.69	848.534	4561.153	724.66	4683.862	4534.417	4634.615	4821.262	861.805	826.537	4778.777	940.885	4801.568	738.524	
Six_zebra_models8758.py	4116.96	2801.412	2734.851	4055.749	2776.763	2792.737	4156.085	4023.098	2929.875	3973.002	438.543	2906.726	4510.611	702.899	3056.911	4564.911	4743.792	655.498	4644.241	765.177	4569.286	4764.113	4765.163	377.556	937.206	4811.462	540.156	4445.669	4803.763	436.433	558.011	593.111	385.342	939.276	4567.34	4499.126	330.69	4853.784	4756.778	4774.605	424.981	4696.805	3939.599	318.245	655.324	637.21	4720.89	4788.657	4659.618	4523.716	852.038	275.45	4833.485	4765.834	1204.876	4708.337	272.24	405.861	465.715	309.952	4684.47	4554.293	980.52	259.781	4588.803	4502.326	4635.674	456.488	4630.716	4767.386	386.092	323.762	547.763	929.619	385.46	4747.121	4576.111	4776.038	715.261	767.706	800.876	493.006	479.292	636.839	4488.498	433.551	798.547	841.371	358.987	4804.852	709.225	4520.792	794.357	869.734	4709.889	898.714	4508.358	793.972	269.036	4863.082	897.135	4771.739	0.0	4610.828	533.44	500.037	4636.913	325.392	911.283	4743.131	4782.49	356.073	827.653	4846.916	4896.626	300.591	817.501	4529.086	448.519	636.929	561.57	519.066	4612.175	851.846	4689.788	942.686	4421.986	4811.84	479.412	4809.074	4853.633	801.565	690.932	4798.55	4538.591	559.276	556.47	967.204	4515.496	4726.933	421.018	4801.58	337.188	4665.827	4658.596	4709.514	377.165	4660.29	4745.803	866.288	334.667	843.61	852.006	541.524	485.241	796.062	4723.255	932.907	498.882	1009.249	822.989	331.743	938.96	4626.573	4616.004	909.251	704.604	4523.124	4641.071	4544.963	4784.445	4773.724	4817.71	4834.307	4821.198	4864.458	628.639	637.551	4860.581	571.929	4557.611	895.005	479.575	460.399	431.614	491.335	4730.26	4566.345	614.695	4787.557	372.416	841.548	628.904	386.585	4716.696	4770.383	373.269	4652.477	399.394	4840.467	
Six_zebra_models33742.py	2690.128	3923.918	3955.028	2756.338	3935.926	4006.808	2777.722	2860.766	3898.77	2777.059	4468.294	3815.058	574.979	4448.976	3891.311	371.549	604.21	4519.169	469.091	4347.155	548.632	746.262	606.633	4507.188	4445.103	768.692	4442.991	683.691	801.476	4560.764	4514.197	4594.15	4550.495	4412.712	606.507	412.727	4589.706	960.069	827.934	1043.4	4527.995	672.815	2939.291	4592.217	4487.627	4571.023	679.032	756.069	489.268	416.292	4444.599	4649.966	840.383	865.045	4199.836	763.626	4540.511	4664.182	4628.73	4601.024	318.761	392.272	4294.306	4624.443	383.663	553.904	599.626	4555.736	376.922	782.661	4631.746	4630.248	4687.154	4429.134	4652.835	564.47	320.244	912.311	4425.448	4447.334	4388.425	4542.337	4555.327	4395.704	514.859	4596.323	4478.118	4261.779	4590.804	607.154	4381.407	250.95	4523.318	4466.88	933.889	4468.148	470.456	4364.232	4634.903	784.283	4412.018	879.705	4610.828	0.0	4566.506	4592.633	261.031	4649.233	4316.72	563.34	815.954	4671.482	4417.893	895.267	863.412	4685.346	4521.501	468.733	4589.227	4394.383	4447.775	4602.718	434.551	4470.038	437.419	4500.297	547.716	574.802	4600.181	692.473	823.618	4422.732	4443.302	616.373	511.812	4592.134	4647.887	4384.8	434.938	462.032	4538.939	806.032	4668.447	386.855	555.232	502.704	4675.19	292.184	549.899	4512.848	4609.124	4430.278	4329.097	4649.515	4550.676	4284.363	365.632	4492.136	4519.422	4399.073	4463.747	4561.201	4484.62	363.473	508.887	4451.118	4529.352	658.275	246.31	380.57	422.516	526.795	568.029	852.278	693.415	1096.775	4586.389	4537.76	887.585	4566.917	222.054	4385.47	4570.147	4594.022	4685.533	4681.213	507.504	333.011	4430.849	542.228	4502.087	4403.646	4504.237	4671.091	272.751	534.378	4636.672	214.034	4658.894	661.739	
Six_zebra_models13458.py	4116.944	2775.812	2719.918	4044.363	2774.792	2787.993	4159.355	4003.148	2902.749	3964.736	648.875	2896.299	4461.001	539.09	3036.037	4515.244	4684.825	426.839	4584.447	746.451	4532.616	4715.086	4708.49	439.57	584.247	4763.943	843.789	4407.15	4774.549	545.067	666.836	420.236	588.441	563.053	4535.109	4442.814	629.443	4834.101	4726.985	4735.852	499.11	4667.48	3924.221	561.832	351.025	442.25	4688.446	4760.259	4596.218	4474.183	460.806	554.609	4809.641	4704.59	940.377	4642.303	558.6	479.676	395.21	430.964	4631.035	4496.697	634.697	543.01	4532.558	4441.599	4569.065	261.127	4593.754	4739.24	576.67	412.222	594.226	532.426	552.669	4682.853	4517.676	4732.301	840.586	446.678	560.075	465.171	391.432	478.576	4449.904	334.566	338.22	617.953	495.168	4757.546	596.248	4479.816	420.144	414.928	4660.482	495.223	4466.716	533.184	557.499	4840.932	521.443	4713.976	533.44	4566.506	0.0	470.314	4594.837	681.162	579.531	4717.767	4732.95	535.718	408.104	4815.643	4856.706	463.189	457.723	4465.133	196.677	418.301	385.743	276.0	4551.847	425.842	4627.586	501.085	4363.989	4773.109	194.992	4750.615	4815.112	430.696	371.992	4771.072	4501.148	390.966	375.43	611.989	4457.513	4686.094	360.563	4758.489	482.825	4647.871	4587.44	4653.807	418.504	4608.026	4721.423	469.694	366.36	477.655	544.221	343.007	330.856	682.85	4667.883	526.529	289.887	599.067	500.208	472.177	503.15	4584.975	4586.349	458.733	308.73	4486.106	4584.795	4489.067	4721.521	4722.481	4790.675	4809.544	4793.248	4835.005	397.054	275.097	4815.479	433.936	4521.781	564.404	239.47	358.165	632.746	553.842	4708.13	4513.199	377.82	4722.63	759.323	539.0	474.883	359.72	4664.033	4700.091	462.612	4600.881	362.552	4805.146	
Six_zebra_models44763.py	4110.1	2688.88	2618.286	4043.765	2670.599	2680.35	4152.7	4013.813	2813.09	3967.983	440.526	2791.402	4460.714	435.716	2921.697	4524.773	4698.268	431.0	4596.206	614.43	4535.672	4732.293	4718.962	575.818	714.421	4780.855	683.231	4400.578	4785.29	605.993	454.091	356.584	404.845	713.092	4571.435	4454.087	438.529	4846.03	4762.68	4759.475	399.289	4686.025	3931.372	527.953	494.841	356.293	4691.581	4788.648	4604.104	4487.031	662.998	466.563	4835.307	4719.691	955.041	4657.011	473.969	291.665	373.861	398.677	4656.4	4507.715	874.081	430.163	4540.016	4450.362	4578.166	408.282	4607.043	4763.881	435.944	457.663	442.6	721.812	523.749	4697.43	4537.651	4760.5	587.251	619.983	633.315	345.887	633.978	759.558	4458.63	409.499	663.51	832.238	381.098	4773.373	455.667	4503.118	560.969	716.377	4681.111	638.59	4493.571	693.415	618.405	4865.856	703.976	4727.941	500.037	4592.633	470.314	0.0	4608.695	526.102	841.423	4756.624	4751.162	562.909	741.719	4842.037	4885.924	394.336	594.085	4482.263	419.193	745.529	722.363	339.239	4564.287	654.712	4636.442	720.549	4369.278	4790.296	430.18	4764.893	4840.445	751.337	735.7	4805.895	4494.967	437.643	349.708	751.004	4470.059	4697.3	483.583	4786.81	538.069	4671.927	4601.093	4663.027	379.907	4623.076	4757.791	648.83	502.214	757.119	830.126	379.846	497.917	697.547	4695.273	690.424	503.951	849.209	664.5	638.042	749.834	4587.676	4612.608	763.548	603.699	4474.339	4609.243	4507.872	4742.698	4739.649	4821.499	4834.973	4831.495	4857.875	495.008	596.546	4848.441	317.106	4543.582	761.75	528.263	389.612	458.594	484.528	4746.481	4528.387	667.931	4743.406	644.667	761.212	546.708	443.249	4683.837	4713.658	442.821	4628.016	431.138	4830.397	
Six_zebra_models44.py	2633.758	3968.305	3992.278	2703.007	3976.983	4044.589	2725.699	2814.646	3942.123	2732.942	4480.869	3852.822	494.57	4456.906	3933.637	368.844	563.793	4539.115	469.052	4354.248	421.976	807.755	563.212	4539.615	4463.767	826.593	4465.602	729.932	864.391	4597.545	4528.293	4612.63	4566.106	4424.233	771.564	382.91	4608.412	1002.989	948.658	1125.525	4540.846	774.787	2899.41	4624.217	4503.372	4583.499	643.685	846.699	452.276	477.445	4461.947	4676.292	913.546	883.59	4211.308	817.068	4561.078	4683.631	4652.504	4620.989	361.786	409.4	4311.46	4649.845	359.462	601.282	588.38	4580.755	299.738	846.424	4655.415	4659.204	4710.007	4443.402	4684.385	577.384	378.099	1001.74	4435.804	4460.989	4397.727	4556.115	4594.457	4429.711	603.537	4620.065	4501.317	4282.723	4604.322	607.241	4389.619	454.719	4544.996	4491.215	1023.551	4483.046	621.086	4377.848	4670.838	866.401	4427.042	854.433	4636.913	261.031	4594.837	4608.695	0.0	4672.799	4335.477	722.911	886.591	4705.779	4445.51	991.332	954.215	4710.194	4538.513	546.797	4611.973	4425.775	4484.376	4622.845	515.947	4490.554	423.811	4518.575	559.171	555.666	4624.726	755.408	920.954	4446.799	4478.12	756.545	400.196	4606.772	4663.621	4395.77	531.06	354.045	4562.266	907.39	4702.422	495.764	617.554	524.857	4700.311	191.99	708.669	4526.331	4639.561	4449.034	4360.136	4668.177	4570.226	4291.668	504.802	4511.246	4543.248	4415.901	4478.168	4595.398	4502.327	223.838	686.816	4472.225	4550.618	598.317	271.39	488.2	446.685	546.283	690.604	937.074	831.219	1166.977	4601.854	4566.562	1000.37	4579.845	375.87	4397.037	4599.912	4612.514	4708.964	4706.08	663.848	403.729	4456.349	579.044	4524.243	4418.83	4515.741	4702.216	261.977	533.556	4660.446	279.639	4680.788	761.636	
Six_zebra_models39827.py	4208.185	2735.386	2663.456	4144.924	2694.337	2718.206	4250.192	4119.103	2855.998	4066.305	393.125	2843.722	4547.593	734.734	2985.994	4597.284	4778.636	684.234	4677.026	733.036	4606.712	4800.801	4800.563	550.521	969.233	4851.758	410.744	4486.571	4848.579	502.946	516.019	623.831	458.129	1031.198	4609.709	4533.163	311.941	4893.117	4800.021	4817.625	499.426	4741.391	4034.936	379.256	768.235	705.589	4763.664	4832.36	4688.46	4562.276	955.563	407.465	4874.398	4802.989	1212.396	4743.451	356.148	406.892	508.556	428.348	4724.075	4583.262	1086.277	247.394	4620.775	4534.258	4674.298	611.494	4664.899	4803.903	366.714	496.746	555.178	1013.096	389.252	4781.425	4608.152	4817.124	573.345	877.743	884.689	544.957	613.756	770.403	4529.916	535.9	944.884	974.784	475.773	4841.005	764.406	4557.051	871.321	978.637	4747.24	972.606	4551.9	929.712	398.413	4903.214	990.237	4813.632	325.392	4649.233	681.162	526.102	4672.799	0.0	1042.463	4783.381	4822.555	432.21	961.81	4886.323	4936.824	462.091	858.53	4562.014	591.241	828.824	720.726	607.099	4642.713	965.794	4719.002	1063.283	4450.471	4849.829	658.135	4845.271	4893.875	962.102	839.416	4842.056	4570.749	654.785	613.824	1053.175	4545.613	4763.774	543.834	4838.201	521.899	4707.724	4691.531	4741.071	428.038	4694.503	4789.751	976.336	471.497	992.822	965.906	682.428	670.944	861.063	4759.983	1026.177	636.221	1125.689	934.565	529.964	1036.651	4659.611	4655.412	1034.59	856.912	4561.438	4676.479	4581.477	4821.506	4806.978	4858.682	4869.533	4864.057	4904.921	737.727	798.77	4900.523	571.833	4590.264	1022.508	692.379	565.323	291.305	568.936	4772.877	4598.552	796.311	4822.557	381.853	983.959	798.579	551.178	4751.692	4803.576	469.018	4688.478	575.625	4880.685	
Six_zebra_models24276.py	3892.039	2732.674	2690.428	3811.551	2758.004	2780.745	3937.311	3760.456	2850.808	3731.507	864.543	2845.502	4187.375	652.411	2999.874	4255.609	4406.405	727.239	4315.903	820.098	4261.388	4447.903	4429.176	780.733	617.565	4500.659	1081.299	4159.244	4525.315	914.374	924.647	774.612	882.712	400.502	4293.979	4177.544	940.557	4580.373	4474.132	4478.786	713.917	4410.719	3690.209	964.394	477.419	725.127	4426.075	4508.748	4323.872	4218.867	388.713	977.9	4550.461	4427.989	773.424	4369.673	817.03	878.124	812.345	772.23	4368.644	4236.653	232.76	924.162	4266.45	4182.191	4293.754	673.761	4332.43	4480.824	997.149	842.299	1031.768	385.079	979.353	4406.915	4261.159	4469.178	1019.177	397.145	393.698	727.061	762.145	521.614	4202.953	723.516	415.178	335.319	766.491	4487.345	660.925	4236.288	649.464	433.409	4404.548	435.746	4215.404	371.571	950.776	4588.39	348.977	4427.732	911.283	4316.72	579.531	841.423	4335.477	1042.463	0.0	4477.733	4465.351	966.076	365.572	4556.449	4596.679	915.125	605.985	4202.842	608.816	431.209	559.482	672.715	4297.81	481.387	4361.12	504.046	4100.6	4503.586	655.283	4486.856	4553.992	241.121	485.865	4526.378	4237.148	627.13	706.098	486.016	4203.365	4421.605	670.525	4499.131	923.807	4412.602	4324.767	4386.389	849.572	4347.056	4481.668	471.748	764.351	272.968	502.519	736.168	580.656	524.326	4417.17	561.849	538.395	366.884	398.923	777.95	402.076	4328.418	4349.881	324.214	416.075	4225.75	4326.901	4230.69	4457.348	4455.297	4545.099	4556.078	4547.633	4582.718	569.814	535.224	4555.46	691.587	4281.613	262.35	660.492	678.683	1043.985	985.184	4471.704	4256.47	398.038	4452.977	991.605	283.738	557.281	860.225	4405.495	4426.856	845.337	4350.045	757.546	4554.237	
